Time: 12:48:26 | Second: 1 | Number of Sorts: 375
Time: 12:48:27 | Second: 2 | Number of Sorts: 123652
Time: 12:48:28 | Second: 3 | Number of Sorts: 123212
Time: 12:48:29 | Second: 4 | Number of Sorts: 166318
Time: 12:48:30 | Second: 5 | Number of Sorts: 177258
Time: 12:48:31 | Second: 6 | Number of Sorts: 176658
Time: 12:48:32 | Second: 7 | Number of Sorts: 177128
Time: 12:48:33 | Second: 8 | Number of Sorts: 177383
Time: 12:48:34 | Second: 9 | Number of Sorts: 177350
Time: 12:48:35 | Second: 10 | Number of Sorts: 177207
Time: 12:48:36 | Second: 11 | Number of Sorts: 139446
Time: 12:48:37 | Second: 12 | Number of Sorts: 167546
Time: 12:48:38 | Second: 13 | Number of Sorts: 177124
Time: 12:48:39 | Second: 14 | Number of Sorts: 176756
Time: 12:48:40 | Second: 15 | Number of Sorts: 176704
Time: 12:48:41 | Second: 16 | Number of Sorts: 177083
Time: 12:48:42 | Second: 17 | Number of Sorts: 173931
Time: 12:48:43 | Second: 18 | Number of Sorts: 174502
Time: 12:48:44 | Second: 19 | Number of Sorts: 174674
Time: 12:48:45 | Second: 20 | Number of Sorts: 174588
Time: 12:48:46 | Second: 21 | Number of Sorts: 174758
Time: 12:48:47 | Second: 22 | Number of Sorts: 174276
Time: 12:48:48 | Second: 23 | Number of Sorts: 175031
Time: 12:48:49 | Second: 24 | Number of Sorts: 176151
Time: 12:48:50 | Second: 25 | Number of Sorts: 175551
Time: 12:48:51 | Second: 26 | Number of Sorts: 175017
Time: 12:48:52 | Second: 27 | Number of Sorts: 174558
Time: 12:48:53 | Second: 28 | Number of Sorts: 175021
Time: 12:48:54 | Second: 29 | Number of Sorts: 174905
Time: 12:48:55 | Second: 30 | Number of Sorts: 174540
Time: 12:48:56 | Second: 31 | Number of Sorts: 174702
Time: 12:48:57 | Second: 32 | Number of Sorts: 174615
Time: 12:48:58 | Second: 33 | Number of Sorts: 175030
Time: 12:48:59 | Second: 34 | Number of Sorts: 175154
Time: 12:49:00 | Second: 35 | Number of Sorts: 169801
Time: 12:49:01 | Second: 36 | Number of Sorts: 174858
Time: 12:49:02 | Second: 37 | Number of Sorts: 174211
Time: 12:49:03 | Second: 38 | Number of Sorts: 175060
Time: 12:49:04 | Second: 39 | Number of Sorts: 175016
Time: 12:49:05 | Second: 40 | Number of Sorts: 175072
Time: 12:49:06 | Second: 41 | Number of Sorts: 123968
Time: 12:49:07 | Second: 42 | Number of Sorts: 130965
Time: 12:49:08 | Second: 43 | Number of Sorts: 139059
Time: 12:49:09 | Second: 44 | Number of Sorts: 168836
Time: 12:49:10 | Second: 45 | Number of Sorts: 176592
Time: 12:49:11 | Second: 46 | Number of Sorts: 176564
Time: 12:49:12 | Second: 47 | Number of Sorts: 176299
Time: 12:49:13 | Second: 48 | Number of Sorts: 176401
Time: 12:49:14 | Second: 49 | Number of Sorts: 176558
Time: 12:49:15 | Second: 50 | Number of Sorts: 176676
Time: 12:49:16 | Second: 51 | Number of Sorts: 176985
Time: 12:49:17 | Second: 52 | Number of Sorts: 176324
Time: 12:49:18 | Second: 53 | Number of Sorts: 176392
Time: 12:49:19 | Second: 54 | Number of Sorts: 176338
Time: 12:49:20 | Second: 55 | Number of Sorts: 177040
