
Second: 1 | Number of Sorts: 385
Second: 2 | Number of Sorts: 122548
Second: 3 | Number of Sorts: 124663
Second: 4 | Number of Sorts: 165248
Second: 5 | Number of Sorts: 175424
Second: 6 | Number of Sorts: 175074
Second: 7 | Number of Sorts: 175712
Second: 8 | Number of Sorts: 175774
Second: 9 | Number of Sorts: 175694
Second: 10 | Number of Sorts: 175690
Second: 11 | Number of Sorts: 136494
Second: 12 | Number of Sorts: 169545
Second: 13 | Number of Sorts: 175521
Second: 14 | Number of Sorts: 175367
Second: 15 | Number of Sorts: 175292
Second: 16 | Number of Sorts: 171166
Second: 17 | Number of Sorts: 163862
Second: 18 | Number of Sorts: 164584
Second: 19 | Number of Sorts: 164574
Second: 20 | Number of Sorts: 164722
Second: 21 | Number of Sorts: 164509
Second: 22 | Number of Sorts: 164651
Second: 23 | Number of Sorts: 102501
Second: 24 | Number of Sorts: 95872
Second: 25 | Number of Sorts: 128521
Second: 26 | Number of Sorts: 135779
Second: 27 | Number of Sorts: 164440
Second: 28 | Number of Sorts: 175835
Second: 29 | Number of Sorts: 175645
Second: 30 | Number of Sorts: 176020
Second: 31 | Number of Sorts: 175222
Second: 32 | Number of Sorts: 171522
Second: 33 | Number of Sorts: 129623
Second: 34 | Number of Sorts: 97841
Second: 35 | Number of Sorts: 129036
