Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,1,5,11,13470,4312604672,0,3,0,150.85201277385815,253690462,841989,0,0,32768,8,407,1052990
2,Yes,1,6,14,13474,4312604672,0,3,0,142.79598396198395,240184707,852987,0,0,32768,8,473,1052992
3,Yes,1,4,13,13391,4312604672,0,3,0,143.98788914618657,240733402,852597,0,0,32768,8,482,1052993
4,Yes,1,4,27,14094,4312604672,0,3,0,136.3181808374734,239878064,852563,0,0,32768,8,483,1052987
5,Yes,1,6,21,13740,4312604672,0,3,0,140.2047584097859,240484187,852422,0,0,32768,8,1006,1052992
6,Yes,2,4,9,13273,4312604672,0,4,0,145.3576601100309,240881491,852114,0,0,32768,8,5987,1054083
7,Yes,1,5,13,13318,4312604672,0,3,0,144.74835303838353,240667021,851850,0,0,32768,8,379,1052997
8,Yes,1,5,14,13149,4312604672,0,3,0,146.38631345100427,240300381,851929,0,0,32768,8,427,1052983
9,Yes,1,4,22,13469,4312604672,0,3,0,143.39219725213516,241134660,851171,0,0,32768,8,959,1053039
10,Yes,1,5,14,13528,4312604672,0,3,0,143.3346091843526,242076908,851424,0,0,32768,8,421,1052989
