Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,5,2,364,13261,1091379200,0,7,0,914.2692003921865,1515074480,38826,0,0,1511772160,369085,0,407911
2,Yes,5,3,190,12206,1091379200,0,7,0,930.945891993772,1419829154,42052,0,0,1416683520,345870,0,387922
3,No,4,3,173,10913,1091379200,0,6,0,932.1752696608615,1271041614,53784,0,0,1268080640,309590,0,363374
4,Yes,2,3,40,8021,1091379200,0,4,0,940.8232686455476,942727763,45349,0,0,940482560,229610,0,274959
5,Yes,6,2,174,11952,1091379200,0,8,0,929.8868545606695,1388806027,45133,0,0,1385693184,338304,0,383437
6,No,3,3,187,10184,1091379200,0,5,0,926.1462567527748,1178424496,53090,0,0,1175650304,287024,0,340114
7,Yes,3,2,93,10094,1091379200,0,5,0,935.0585945303211,1179364033,52603,0,0,1176592384,287254,0,339857
8,Yes,5,2,107,12446,1091379200,0,7,0,935.5361131468981,1455013988,53590,0,0,1451696128,354418,0,408008
9,Yes,4,2,159,11239,1091379200,0,6,0,934.0538221945359,1311782940,51150,0,0,1308766208,319523,0,370673
10,No,3,2,127,10367,1091379200,0,5,0,933.7196549927642,1209538144,50034,0,0,1206730752,294612,0,344646
