Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,4,65,32061,8607571968,0,6,0,519.0085629971613,2079519778,1775466,0,0,2058665984,502604,34482
2,4,4,115,30846,8607571968,0,6,0,505.4698338629142,1948500167,1758809,0,0,1928351744,470789,42598
3,4,6,96,31631,8607571968,0,6,0,508.9925954782609,2011898944,1778546,0,0,1991122944,486114,18651
4,5,5,56,31359,8607571968,0,7,0,521.0532002296358,2041925319,1750296,0,0,2020806656,493361,48468
5,3,4,46,28571,8607571968,0,5,0,466.4344851051913,1665366858,1767674,0,0,1646239744,401914,12974
6,4,4,126,32634,8607571968,0,6,0,523.0080046582899,2133006489,1773803,0,0,2112540672,515757,73352
7,4,4,53,29953,8607571968,0,6,0,496.2113454205483,1857416788,1761858,0,0,1837318144,448564,24253
8,4,5,38,32118,8607571968,0,6,0,514.6779367857254,2065769163,1772376,0,0,2044370944,499114,34059
9,4,4,53,29909,8607571968,0,6,0,497.8608898846347,1860853829,1762203,0,0,1840541696,449351,23779
10,4,5,89,32748,8607571968,0,6,0,523.2089032770364,2141216230,1773525,0,0,2120855552,517787,86155
