Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,5,158,31572,8607571968,0,6,0,528.4944018753762,2085160438,1760119,0,0,2064113664,503934,68562
2,4,5,69,31315,8607571968,0,6,0,503.1643175982115,1969046938,1767899,0,0,1947926528,475568,52420
3,3,5,30,28602,8607571968,0,5,0,471.858871070392,1686506133,1763928,0,0,1667371008,407073,12442
4,4,5,59,32289,8607571968,0,6,0,511.6153487795812,2064411330,1774222,0,0,2043781120,498970,31809
5,4,5,71,31285,8607571968,0,6,0,505.84380281329925,1977636859,1763461,0,0,1956552704,477674,60523
6,4,4,74,32568,8607571968,0,6,0,517.3169131556319,2105526085,1738318,0,0,2085662720,509195,45639
7,5,4,58,30733,8607571968,0,7,0,504.56983487910446,1937903371,1765881,0,0,1916907520,467995,45053
8,4,4,40,30537,8607571968,0,6,0,505.59664101136474,1929460370,1763646,0,0,1908170752,465862,43428
9,4,4,96,31635,8607571968,0,6,0,516.1027553981853,2040393372,1755183,0,0,2020290560,493235,55456
10,3,5,117,29244,8607571968,0,5,0,508.02800916584016,1856566486,1755740,0,0,1836965888,448478,17701
