Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,5,56,32464,8607571968,0,6,0,515.18484463477,2090085699,1771223,0,0,2069245952,505187,64707
2,4,4,137,33224,8607571968,0,6,0,529.5261989163155,2198645131,1770352,0,0,2177978368,531733,102857
3,4,4,62,31545,8607571968,0,6,0,532.3543864810881,2098661303,1746966,0,0,2078425088,507428,59164
4,4,5,102,30411,8607571968,0,6,0,486.35322791554296,1848294621,1763521,0,0,1827631104,446199,22633
5,5,5,45,30750,8607571968,0,7,0,501.8469844202309,1928448256,1762884,0,0,1907843072,465782,42957
6,4,4,62,31175,8607571968,0,6,0,502.22040537679254,1956626622,1767980,0,0,1936216064,472709,49799
7,4,4,59,31089,8607571968,0,6,0,512.2104775936947,1990045427,1766397,0,0,1970159616,480996,55325
8,4,4,84,31385,8607571968,0,6,0,511.5163873681527,2006274559,1763788,0,0,1986281472,484932,58726
9,4,4,44,30915,8607571968,0,6,0,505.97208786516126,1954800491,1764562,0,0,1934671872,472332,50815
10,4,5,119,32334,8607571968,0,6,0,520.1958283893717,2101963957,1773159,0,0,2081419264,508159,73451
