Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,7,58,31816,8607571968,0,6,0,498.10145254487725,1980301228,1758335,0,0,1959632896,478426,46699
2,5,4,123,31174,8607571968,0,7,0,566.8501651588066,2208377520,1755037,0,0,2187509760,534060,95993
3,5,7,59,30650,8607571968,0,7,0,494.4863359331658,1893855663,1769312,0,0,1873719296,457451,36841
4,5,5,76,32729,8607571968,0,7,0,520.442823371226,2128658933,1773239,0,0,2107666432,514567,97031
5,3,6,39,28257,8607571968,0,5,0,490.3617061342961,1731438686,1764191,0,0,1712164864,418009,24966
6,4,4,114,30285,8607571968,0,6,0,536.392698788019,2030101004,1772883,0,0,2010062848,490738,75038
7,4,4,77,29730,8607571968,0,6,0,491.6166714660567,1826512237,1767000,0,0,1806282752,440987,21980
8,4,5,116,30505,8607571968,0,6,0,506.6961306229509,1931566588,1762940,0,0,1911570432,466692,40963
9,4,5,104,30408,8607571968,0,6,0,494.7383729237246,1879978934,1764527,0,0,1860055040,454115,33065
10,4,5,104,31129,8607571968,0,6,0,507.89335869425526,1975746702,1768506,0,0,1955364864,477384,55164
