Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,4,63,31930,8607571968,0,6,0,517.6738455177598,2065694489,1774126,0,0,2045132800,499300,27069
2,4,5,43,30872,8607571968,0,6,0,501.8432562931286,1936087064,1767886,0,0,1916047360,467785,48775
3,3,5,99,27659,8607571968,0,5,0,494.34547334924423,1708616331,1764862,0,0,1689374720,412445,21830
4,4,5,134,31551,8607571968,0,6,0,518.9086111709884,2045973971,1755910,0,0,2025738240,494565,54682
5,3,5,40,30089,8607571968,0,5,0,492.2337258343305,1850832542,1740823,0,0,1831534592,447152,20116
6,5,4,80,31656,8607571968,0,7,0,519.103488184001,2053620515,1753249,0,0,2031837184,496054,48639
7,4,4,123,30460,8607571968,0,6,0,537.8968058838981,2047560730,1781801,0,0,2027077632,494892,36666
8,4,4,46,30040,8607571968,0,6,0,496.7460234385404,1864820535,1768310,0,0,1844895744,450414,35006
9,4,4,40,32157,8607571968,0,6,0,518.237505178366,2082648903,1767441,0,0,2062155776,503456,50268
10,5,5,64,30878,8607571968,0,7,0,525.221433874259,2026682730,1745283,0,0,2006515712,489872,33514
