
Second: 1 | Number of Sorts: 461
Second: 2 | Number of Sorts: 125445
Second: 3 | Number of Sorts: 128699
Second: 4 | Number of Sorts: 169837
Second: 5 | Number of Sorts: 179082
Second: 6 | Number of Sorts: 179117
Second: 7 | Number of Sorts: 179493
Second: 8 | Number of Sorts: 179277
Second: 9 | Number of Sorts: 179506
Second: 10 | Number of Sorts: 179305
Second: 11 | Number of Sorts: 141877
Second: 12 | Number of Sorts: 166784
Second: 13 | Number of Sorts: 179415
Second: 14 | Number of Sorts: 179428
Second: 15 | Number of Sorts: 179345
Second: 16 | Number of Sorts: 179124
Second: 17 | Number of Sorts: 132918
Second: 18 | Number of Sorts: 96277
Second: 19 | Number of Sorts: 98493
Second: 20 | Number of Sorts: 101254
Second: 21 | Number of Sorts: 103061
Second: 22 | Number of Sorts: 103327
Second: 23 | Number of Sorts: 97060
Second: 24 | Number of Sorts: 124579
Second: 25 | Number of Sorts: 131574
Second: 26 | Number of Sorts: 153574
Second: 27 | Number of Sorts: 177398
Second: 28 | Number of Sorts: 178825
Second: 29 | Number of Sorts: 177533
Second: 30 | Number of Sorts: 178812
Second: 31 | Number of Sorts: 172267
Second: 32 | Number of Sorts: 177893
Second: 33 | Number of Sorts: 160702
Second: 34 | Number of Sorts: 179634
Second: 35 | Number of Sorts: 179555
