Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,6,21,55,59897,8607571968,0,8,0,661.065124323602,4947529461,1290686,0,0,4922126336,1201691,304177,2505446
2,Yes,6,21,60,59728,8607571968,0,8,0,666.2161585073777,4972008560,1264663,0,0,4946456576,1207631,283300,2486061
3,No,5,22,79,55404,8607571968,0,7,0,632.1652941388899,4376109854,1420646,0,0,4351877120,1062470,120525,2492424
4,Yes,5,21,91,56248,8607571968,0,7,0,631.500445977911,4438209511,1332458,0,0,4414521344,1077764,234516,2421014
5,No,5,20,66,55891,8607571968,0,7,0,628.6704896636895,4390343680,1331691,0,0,4365639680,1065830,212981,2408168
6,Yes,5,22,67,56731,8607571968,0,7,0,630.0612464335467,4466055467,1333497,0,0,4441923584,1084454,224761,2428711
7,Yes,3,22,41,47279,8607571968,0,5,0,556.5311788729712,3287286856,1376665,0,0,3266932736,797591,36945,2177135
8,Yes,6,21,69,56730,8607571968,0,8,0,626.8125644959354,4443026753,1349243,0,0,4418117632,1078642,246908,2440658
9,No,5,21,95,55864,8607571968,0,7,0,644.4611293805848,4498367920,1336563,0,0,4473425920,1092145,235533,2440125
10,Yes,6,21,68,61751,8607571968,0,8,0,677.9012357038717,5230642948,1245075,0,0,5204467712,1270622,318167,2529404
