Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,2,38,9344,1091379200,0,4,0,936.4953568828944,1093380095,10081,0,0,1091158016,266396,8618,276477
2,Yes,2,2,55,9693,1091379200,0,4,0,910.08709937055,1102244402,10956,0,0,1099997184,268554,19079,279510
3,Yes,3,1,774,10700,1091379200,0,5,0,861.8666918403588,1152426583,11697,0,0,1150074880,280780,29440,292477
4,No,2,2,67,9554,1091379200,0,4,0,929.1541323283082,1109197676,10622,0,0,1106939904,270249,23766,280871
5,Yes,2,2,63,9712,1091379200,0,4,0,904.5622904222452,1097700122,10828,0,0,1095462912,267447,16099,278275
6,No,2,2,56,9652,1091379200,0,4,0,911.3004302590673,1099043786,10556,0,0,1096806400,267775,20672,278331
7,No,2,1,52,9572,1091379200,0,4,0,918.663847037927,1098854102,11368,0,0,1096609792,267727,17860,279095
8,Yes,2,2,64,9699,1091379200,0,4,0,907.1688266474167,1099389656,10682,0,0,1097150464,267859,16555,278541
9,Yes,2,2,52,9689,1091379200,0,4,0,907.7666464333643,1098979580,10718,0,0,1096740864,267759,19916,278477
10,Yes,2,1,329,9957,1091379200,0,4,0,889.6282651667336,1106930018,11284,0,0,1104670720,269695,20815,280979
