Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,2,62,18826,2165121024,0,4,0,931.0036366340842,2190439199,12177,0,0,2186059776,533706,31396,545883
2,Yes,3,2,37,20395,2165121024,0,5,0,897.3054047957633,2287131256,11922,0,0,2282565632,557267,49855,569189
3,Yes,3,2,37,20596,2165121024,0,5,0,902.1755416140624,2322213004,11550,0,0,2317582336,565816,53304,577366
4,Yes,4,2,24,20720,2165121024,0,6,0,913.4281428709335,2365338123,12493,0,0,2360614912,576322,66349,588815
5,Yes,2,2,69,19861,2165121024,0,4,0,897.0741604310389,2226662111,12289,0,0,2222211072,542532,27718,554821
6,Yes,3,2,47,20658,2165121024,0,5,0,897.155398140976,2316242854,12136,0,0,2311618560,564360,54984,576496
7,No,3,2,31,20253,2165121024,0,5,0,903.1144856056491,2285909047,12465,0,0,2281340928,556968,47016,569433
8,No,3,2,38,20060,2165121024,0,5,0,914.0572527669758,2291557663,12177,0,0,2286981120,558345,47118,570522
9,Yes,3,2,52,20887,2165121024,0,5,0,887.8951963610247,2317749013,12591,0,0,2313117696,564726,56565,577317
10,No,3,2,47,20240,2165121024,0,5,0,906.4453530981322,2292867748,12278,0,0,2288287744,558664,50743,570942
