Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,5,4,133,30627,8607571968,0,7,0,459.5083447082259,1758728069,1791591,0,0,1739206656,424611,25852
2,5,4,139,31541,8607571968,0,7,0,498.46432368329266,1964796236,1774966,0,0,1945022464,474859,50058
3,4,4,213,32588,8607571968,0,6,0,500.15076896636384,2036901672,1795738,0,0,2016800768,492383,52156
4,4,4,98,30476,8607571968,0,6,0,488.5280291415069,1860590853,1804071,0,0,1840758784,449404,13173
5,4,5,127,31671,8607571968,0,6,0,503.0836776353187,1991118557,1799050,0,0,1971077120,481220,33197
6,4,4,154,31482,8607571968,0,6,0,497.50430243344556,1957342644,1799054,0,0,1937367040,472990,27589
7,4,4,113,31932,8607571968,0,6,0,507.29640190428466,2024407530,1792372,0,0,2004361216,489346,28019
8,2,4,173,26632,8607571968,0,4,0,422.8999645485955,1407410174,1809936,0,0,1388408832,338967,30822
9,4,4,109,32369,8607571968,0,6,0,506.78445258767186,2050047441,1791251,0,0,2029961216,495596,72975
10,3,4,50,27522,8607571968,0,5,0,419.07229856820993,1441291555,1807061,0,0,1422249984,347229,30320
