Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,4,151,32078,8607571968,0,6,0,512.7548244684168,2055549870,1787032,0,0,2035490816,496946,43673
2,3,5,122,30817,8607571968,0,5,0,487.35230948980916,1876825036,1794358,0,0,1857048576,453381,11708
3,5,5,73,32484,8607571968,0,7,0,547.0424732288556,2220711625,1802574,0,0,2200190976,537156,67712
4,5,4,90,30918,8607571968,0,7,0,533.4491130232257,2061168299,1789773,0,0,2041073664,498309,41516
5,4,4,145,32173,8607571968,0,6,0,521.8587017314806,2098246662,1781424,0,0,2078154752,507362,69765
6,4,4,105,30948,8607571968,0,6,0,505.998677352637,1956990474,1794124,0,0,1937059840,472915,26597
7,4,3,94,31266,8607571968,0,6,0,506.77059885487637,1980183744,1790194,0,0,1960243200,478575,27879
8,5,4,94,32548,8607571968,0,7,0,509.90527851524087,2074082237,1792815,0,0,2053935104,501449,46426
9,4,4,121,31053,8607571968,0,6,0,498.18936906180556,1933322805,1796871,0,0,1913413632,467142,27077
10,4,4,121,32445,8607571968,0,6,0,513.0930363428994,2080443989,1796522,0,0,2060251136,502991,52107
