Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,4,182,30599,8607571968,0,6,0,484.97345605491097,1854507951,1784377,0,0,1834864640,447965,44588
2,4,4,109,31183,8607571968,0,6,0,500.40193309599414,1950041574,1776248,0,0,1930285056,471261,52890
3,4,4,141,31626,8607571968,0,6,0,504.6677090633103,1994612877,1793327,0,0,1974616064,482084,29063
4,4,4,137,28873,8607571968,0,6,0,530.5922895839827,1914496191,1793961,0,0,1894649856,462561,13769
5,4,4,85,31222,8607571968,0,6,0,498.8411972579922,1946390652,1793758,0,0,1926483968,470333,24675
6,5,4,178,29376,8607571968,0,7,0,534.9062061827591,1963695700,1799513,0,0,1943703552,474537,33287
7,5,5,131,32815,8607571968,0,7,0,512.835503565986,2103054173,1791191,0,0,2082865152,508512,49841
8,5,5,112,31044,8607571968,0,7,0,535.004706594929,2075538950,1801912,0,0,2055307264,501784,40434
9,2,6,120,26709,8607571968,0,4,0,428.34220574467287,1429540382,1793224,0,0,1410646016,344396,13561
10,4,4,111,29352,8607571968,0,6,0,519.2581368406707,1904686065,1798803,0,0,1884815360,460160,24505
