Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,5,111,30067,8607571968,0,6,0,519.9017135253808,1953448254,1792248,0,0,1933541376,472056,27627
2,5,3,119,29611,8607571968,0,7,0,541.2875128343691,2003092649,1786587,0,0,1983139840,484165,22897
3,4,4,107,29980,8607571968,0,6,0,530.8300715238859,1988807868,1784902,0,0,1968898048,480688,21332
4,3,4,193,31432,8607571968,0,5,0,498.5828695430826,1958470419,1786648,0,0,1938604032,473292,17349
5,3,5,68,26161,8607571968,0,5,0,461.4586456644747,1508526658,1797404,0,0,1489440768,363633,39431
6,4,4,90,28669,8607571968,0,6,0,453.7546803418804,1625647329,1791099,0,0,1606389760,392185,55712
7,3,4,141,29936,8607571968,0,5,0,517.560161165308,1936238959,1785729,0,0,1916424192,467877,12256
8,5,4,112,29221,8607571968,0,7,0,546.7865560461374,1996720415,1789465,0,0,1976754176,482606,34832
9,4,4,168,29764,8607571968,0,6,0,541.8217913978494,2015364654,1786704,0,0,1995386880,487155,29912
10,4,5,112,30932,8607571968,0,6,0,497.0896624955541,1921474089,1779491,0,0,1901744128,464293,52435
