Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,3,3,45,5907,1091379200,0,5,0,675.2724661246613,498138696,16875,0,0,32768,8,34895,No
2,2,2,133,5968,1091379200,0,4,0,645.9825759302715,481529148,17234,0,0,32768,8,30224,No
3,3,2,93,6192,1091379200,0,5,0,642.4383599353796,496874297,17313,0,0,32768,8,39593,No
4,3,3,29,6171,1091379200,0,5,0,644.8037898832686,496931338,17819,0,0,32768,8,50108,No
5,3,3,64,6205,1091379200,0,5,0,628.4463540793292,486990652,17269,0,0,32768,8,50481,No
