Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,2,53,9469,1091379200,0,4,0,921.3860652793916,1090132877,10887,0,0,1087909888,265603,10879,276490
2,No,3,2,534,10096,1091379200,0,5,0,886.8856453338617,1118815579,11781,0,0,1116528640,272590,19938,284371
3,No,2,2,367,9875,1091379200,0,4,0,894.8008499949357,1104083741,11495,0,0,1101828096,269001,24208,280496
4,No,2,2,373,9890,1091379200,0,4,0,894.3435550161812,1105196276,11534,0,0,1102938112,269272,24155,280806
5,Yes,2,2,60,9450,1091379200,0,4,0,928.611751058425,1096478120,11394,0,0,1094238208,267148,18171,278542
6,Yes,2,2,314,9788,1091379200,0,4,0,902.0927422848968,1103272589,11199,0,0,1101021184,268804,20999,280003
7,Yes,2,1,78,9752,1091379200,0,4,0,899.0015440467644,1095558149,11775,0,0,1093316608,266923,22193,278698
8,Yes,2,1,92,10809,1091379200,0,4,0,850.0496106587713,1148204666,11364,0,0,1145864192,279752,29032,291116
9,Yes,2,1,73,9583,1091379200,0,4,0,917.5991275307869,1098841997,11391,0,0,1096597504,267724,24522,279115
10,Yes,2,2,71,9720,1091379200,0,4,0,910.5248289771558,1105847678,10040,0,0,1103601664,269434,22763,279474
