Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,31,630,10322,1091379200,0,4,0,871.4423298027402,1120789269,10105,0,0,1118265344,273014,21911,284261
2,Yes,2,33,60,10040,1091379200,0,4,0,895.3668759868093,1119779683,9412,0,0,1117253632,272767,22452,283239
3,No,2,30,588,10739,1091379200,0,4,0,844.3873250536932,1130105625,9670,0,0,1127497728,275268,22647,286095
4,No,3,31,556,10766,1091379200,0,5,0,845.691467536097,1134599854,11441,0,0,1131843584,276329,32083,289339
5,Yes,3,31,876,11184,1091379200,0,5,0,826.8664639110553,1152542825,12205,0,0,1149677568,280683,32540,294607
6,Yes,2,31,548,10401,1091379200,0,4,0,856.2218723240115,1109665244,11993,0,0,1107378176,270356,25399,282626
7,Yes,2,33,1206,11121,1091379200,0,4,0,829.5653347763348,1149565196,12164,0,0,1146978304,280024,24299,293515
8,No,3,32,825,11036,1091379200,0,5,0,846.7373653217012,1164474862,12386,0,0,1161461760,283560,29552,298279
9,Yes,2,31,570,10345,1091379200,0,4,0,869.6871157649796,1121031756,10473,0,0,1118527488,273078,22021,284559
10,Yes,3,31,796,11110,1091379200,0,5,0,831.6098745374131,1151463341,10412,0,0,1148694528,280443,27099,292559
