Time: 12:33:19 | Second: 1 | Number of Sorts: 343
Time: 12:33:20 | Second: 2 | Number of Sorts: 115339
Time: 12:33:21 | Second: 3 | Number of Sorts: 123050
Time: 12:33:22 | Second: 4 | Number of Sorts: 159555
Time: 12:33:23 | Second: 5 | Number of Sorts: 179900
Time: 12:33:24 | Second: 6 | Number of Sorts: 180166
Time: 12:33:25 | Second: 7 | Number of Sorts: 180003
Time: 12:33:26 | Second: 8 | Number of Sorts: 180246
Time: 12:33:27 | Second: 9 | Number of Sorts: 180343
Time: 12:33:28 | Second: 10 | Number of Sorts: 180257
Time: 12:33:29 | Second: 11 | Number of Sorts: 140475
Time: 12:33:30 | Second: 12 | Number of Sorts: 174302
Time: 12:33:31 | Second: 13 | Number of Sorts: 180057
Time: 12:33:32 | Second: 14 | Number of Sorts: 180008
Time: 12:33:33 | Second: 15 | Number of Sorts: 180332
Time: 12:33:34 | Second: 16 | Number of Sorts: 180254
Time: 12:33:35 | Second: 17 | Number of Sorts: 69028
Time: 12:33:36 | Second: 18 | Number of Sorts: 75402
Time: 12:33:37 | Second: 19 | Number of Sorts: 74698
Time: 12:33:38 | Second: 20 | Number of Sorts: 76629
Time: 12:33:39 | Second: 21 | Number of Sorts: 78772
Time: 12:33:40 | Second: 22 | Number of Sorts: 81124
Time: 12:33:41 | Second: 23 | Number of Sorts: 85132
Time: 12:33:42 | Second: 24 | Number of Sorts: 105667
Time: 12:33:43 | Second: 25 | Number of Sorts: 133980
Time: 12:33:44 | Second: 26 | Number of Sorts: 143557
Time: 12:33:45 | Second: 27 | Number of Sorts: 173604
Time: 12:33:46 | Second: 28 | Number of Sorts: 180440
Time: 12:33:47 | Second: 29 | Number of Sorts: 180272
Time: 12:33:48 | Second: 30 | Number of Sorts: 180549
Time: 12:33:49 | Second: 31 | Number of Sorts: 180293
Time: 12:33:50 | Second: 32 | Number of Sorts: 180186
Time: 12:33:51 | Second: 33 | Number of Sorts: 179958
Time: 12:33:52 | Second: 34 | Number of Sorts: 180020
Time: 12:33:53 | Second: 35 | Number of Sorts: 180105
