
Second: 1 | Number of Sorts: 278
Second: 2 | Number of Sorts: 114387
Second: 3 | Number of Sorts: 122343
Second: 4 | Number of Sorts: 158250
Second: 5 | Number of Sorts: 179544
Second: 6 | Number of Sorts: 179381
Second: 7 | Number of Sorts: 179897
Second: 8 | Number of Sorts: 179884
Second: 9 | Number of Sorts: 179560
Second: 10 | Number of Sorts: 179790
Second: 11 | Number of Sorts: 142685
Second: 12 | Number of Sorts: 173479
Second: 13 | Number of Sorts: 179604
Second: 14 | Number of Sorts: 179521
Second: 15 | Number of Sorts: 179519
Second: 16 | Number of Sorts: 179915
Second: 17 | Number of Sorts: 177164
Second: 18 | Number of Sorts: 178173
Second: 19 | Number of Sorts: 179110
Second: 20 | Number of Sorts: 177180
Second: 21 | Number of Sorts: 177268
Second: 22 | Number of Sorts: 177040
Second: 23 | Number of Sorts: 177689
Second: 24 | Number of Sorts: 177124
Second: 25 | Number of Sorts: 177152
Second: 26 | Number of Sorts: 145852
Second: 27 | Number of Sorts: 127583
Second: 28 | Number of Sorts: 132881
Second: 29 | Number of Sorts: 156980
Second: 30 | Number of Sorts: 179504
Second: 31 | Number of Sorts: 178174
Second: 32 | Number of Sorts: 178736
Second: 33 | Number of Sorts: 177709
Second: 34 | Number of Sorts: 179932
Second: 35 | Number of Sorts: 179992
