
Second: 1 | Number of Sorts: 556
Second: 2 | Number of Sorts: 126680
Second: 3 | Number of Sorts: 127549
Second: 4 | Number of Sorts: 167053
Second: 5 | Number of Sorts: 178388
Second: 6 | Number of Sorts: 178357
Second: 7 | Number of Sorts: 178137
Second: 8 | Number of Sorts: 178688
Second: 9 | Number of Sorts: 178442
Second: 10 | Number of Sorts: 178662
Second: 11 | Number of Sorts: 140910
Second: 12 | Number of Sorts: 171771
Second: 13 | Number of Sorts: 178279
Second: 14 | Number of Sorts: 178298
Second: 15 | Number of Sorts: 178170
Second: 16 | Number of Sorts: 178133
Second: 17 | Number of Sorts: 168263
Second: 18 | Number of Sorts: 169127
Second: 19 | Number of Sorts: 169376
Second: 20 | Number of Sorts: 167510
Second: 21 | Number of Sorts: 166975
Second: 22 | Number of Sorts: 167336
Second: 23 | Number of Sorts: 167611
Second: 24 | Number of Sorts: 167728
Second: 25 | Number of Sorts: 167902
Second: 26 | Number of Sorts: 167725
Second: 27 | Number of Sorts: 122846
Second: 28 | Number of Sorts: 132871
Second: 29 | Number of Sorts: 154845
Second: 30 | Number of Sorts: 177804
Second: 31 | Number of Sorts: 177808
Second: 32 | Number of Sorts: 177925
Second: 33 | Number of Sorts: 175475
Second: 34 | Number of Sorts: 172817
Second: 35 | Number of Sorts: 178268
Second: 36 | Number of Sorts: 176402
Second: 37 | Number of Sorts: 168187
Second: 38 | Number of Sorts: 178578
Second: 39 | Number of Sorts: 178312
Second: 40 | Number of Sorts: 178310
Second: 41 | Number of Sorts: 178089
Second: 42 | Number of Sorts: 177834
Second: 43 | Number of Sorts: 178965
Second: 44 | Number of Sorts: 177914
Second: 45 | Number of Sorts: 178123
