Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,2,99,6439,1091379200,0,4,0,865.5135932887991,696201517,10320,0,0,32768,8,11194,286436
2,Yes,2,3,82,6414,1091379200,0,4,0,882.5495841522384,707040815,11679,0,0,32768,8,14852,291431
3,Yes,2,3,189,6591,1091379200,0,4,0,828.4437328476017,682011056,11920,0,0,32768,8,12785,286575
4,Yes,2,2,113,6496,1091379200,0,4,0,855.0097419156144,693841800,11809,0,0,32768,8,15500,289071
5,Yes,2,2,81,6314,1091379200,0,4,0,886.9003789607098,699552197,11846,0,0,32768,8,11836,287888
6,No,2,3,64,6674,1091379200,0,4,0,826.8792984560035,689301617,11101,0,0,32768,8,14073,289400
7,Yes,2,3,894,7676,1091379200,0,4,0,755.7270845823016,724624382,11471,0,0,32768,8,22362,303587
8,No,2,2,120,6719,1091379200,0,4,0,847.2962024713413,711198716,12186,0,0,32768,8,17905,294820
9,Yes,2,3,95,6523,1091379200,0,4,0,865.7824049079754,705400302,11794,0,0,32768,8,13133,290356
10,No,2,2,94,6674,1091379200,0,4,0,854.6167326139089,712537997,11823,0,0,32768,8,15380,293624
