Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,4,35,36,16272,8607571968,0,6,0,572.3253822750509,1161393494,1823732,0,0,1138257920,277895,0,2103173
2,No,4,34,179,15702,8607571968,0,6,0,564.6962593821803,1105745214,1838849,0,0,1077780480,263130,0,2104713
3,Yes,5,36,107,15878,8607571968,0,6,0,557.1517131675294,1103087270,1837423,0,0,1081720832,264092,0,2102275
4,Yes,4,35,123,16374,8607571968,0,6,0,535.8519439378175,1094198204,1840580,0,0,1069555712,261122,0,2103437
5,Yes,4,36,71,16277,8607571968,0,6,0,542.8950241980173,1101932351,1838753,0,0,1077055488,262953,0,2104217
6,No,4,36,127,15726,8607571968,0,6,0,556.2776418100701,1090787115,1840826,0,0,1067945984,260729,0,2103079
7,Yes,4,36,94,16420,8607571968,0,6,0,536.5849116210937,1098713489,1838817,0,0,1076301824,262769,0,2102627
8,No,4,35,164,15667,8607571968,0,6,0,567.9443776867963,1109550904,1837334,0,0,1082937344,264389,0,2103858
9,Yes,4,37,96,15954,8607571968,0,6,0,555.5999532575233,1105223147,1837894,0,0,1080197120,263720,0,2103734
10,Yes,4,34,40,18678,8607571968,0,6,0,476.18321390259604,1109532570,1835972,0,0,1089531904,265999,0,2102365
