Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,68,28180,8607571968,0,5,0,466.413538330494,1642496098,1761855,0,0,1622794240,396190,28778
2,3,4,53,28663,8607571968,0,5,0,508.4341471788967,1821189394,1748870,0,0,1801920512,439922,62354
3,3,4,27,28262,8607571968,0,5,0,476.12817297756385,1681591355,1753691,0,0,1662525440,405890,21518
4,4,5,32,30460,8607571968,0,6,0,500.5638288622558,1905371516,1741325,0,0,1885298688,460278,44474
5,4,5,25,28476,8607571968,0,6,0,513.604923465983,1827643312,1746777,0,0,1807728640,441340,59554
6,3,5,91,30023,8607571968,0,5,0,469.8719059231128,1762864475,1732173,0,0,1743863808,425748,108135
7,3,4,38,29675,8607571968,0,5,0,475.0357874018402,1761635972,1725401,0,0,1742618624,425444,79440
8,3,5,94,30531,8607571968,0,5,0,470.7813588416432,1796171586,1727875,0,0,1777143808,433873,104737
9,4,4,23,30739,8607571968,0,6,0,496.9361595575077,1908954198,1738546,0,0,1888292864,461009,59347
10,3,4,59,31279,8607571968,0,5,0,493.41978372502,1928750583,1730711,0,0,1909403648,466163,75695
