Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,30,28897,8607571968,0,5,0,477.3125642889281,1723661606,1747407,0,0,1704558592,416152,28352
2,4,5,22,29180,8607571968,0,6,0,503.64402563838905,1836514396,1749985,0,0,1816682496,443526,30532
3,3,4,80,30361,8607571968,0,5,0,491.1100000658827,1863365900,1742765,0,0,1844076544,450214,44736
4,4,6,19,30645,8607571968,0,6,0,485.4874788341656,1859143948,1731407,0,0,1839943680,449205,78089
5,3,4,51,30077,8607571968,0,5,0,483.836358461078,1818588967,1732942,0,0,1799475200,439325,72419
6,4,5,40,31274,8607571968,0,6,0,491.93132751287214,1922562675,1736523,0,0,1902899200,464575,40877
7,4,5,45,31286,8607571968,0,6,0,494.1448582845817,1931955754,1731402,0,0,1911947264,466784,64247
8,4,5,35,31055,8607571968,0,6,0,492.00995272141705,1909401219,1736973,0,0,1889107968,461208,46293
9,3,5,83,29971,8607571968,0,5,0,473.1206108256024,1771979144,1729707,0,0,1752559616,427871,87583
10,3,5,40,30025,8607571968,0,5,0,488.5870867421719,1833210659,1743274,0,0,1813975040,442865,54415
