Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,52,30096,8607571968,0,5,0,484.61663113119766,1822673074,1717765,0,0,1803300864,440259,73776
2,4,4,22,30588,8607571968,0,6,0,493.19906408579646,1885287612,1729771,0,0,1865105408,455348,87444
3,3,4,55,30368,8607571968,0,5,0,491.82842313265706,1866522396,1741022,0,0,1847238656,450986,59672
4,4,5,35,30206,8607571968,0,6,0,482.39155471673126,1820876008,1719702,0,0,1801764864,439884,68988
5,3,4,46,30113,8607571968,0,5,0,498.44992234879936,1875766205,1737017,0,0,1856503808,453248,31072
6,3,4,80,30851,8607571968,0,5,0,486.52321353778325,1875760312,1731239,0,0,1856544768,453258,72099
7,3,4,49,30816,8607571968,0,5,0,492.7448355186291,1897594350,1733352,0,0,1878315008,458573,64843
8,4,5,22,30563,8607571968,0,6,0,493.1846076313895,1883629495,1739323,0,0,1863340032,454917,53699
9,3,4,38,29867,8607571968,0,5,0,481.6112409335967,1797582177,1723546,0,0,1778397184,434179,102008
10,3,4,63,30195,8607571968,0,5,0,489.0106553608691,1845252703,1732361,0,0,1825935360,445785,40668
