Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,5,38,31579,8607571968,0,6,0,494.98831544942044,1953382724,1733065,0,0,1933262848,471988,66563
2,3,4,22,28727,8607571968,0,5,0,462.87683208578494,1661689022,1730347,0,0,1642901504,401099,74916
3,4,4,27,30692,8607571968,0,6,0,497.1623748696559,1906902460,1736877,0,0,1886404608,460548,58486
4,3,4,32,29128,8607571968,0,5,0,472.4026348029117,1719569408,1729886,0,0,1700642816,415196,77783
5,3,5,46,29633,8607571968,0,5,0,481.41560172809506,1782710297,1733661,0,0,1763659776,430581,67018
6,3,5,19,28488,8607571968,0,5,0,478.8217272057016,1704572523,1750052,0,0,1685516288,411503,18224
7,3,5,19,27899,8607571968,0,5,0,488.9465416218542,1704621970,1749785,0,0,1684885504,411349,18683
8,4,4,28,30692,8607571968,0,6,0,498.6849316996871,1912742988,1739350,0,0,1892577280,462055,57072
9,3,4,62,30301,8607571968,0,5,0,493.3697778657953,1868240636,1739152,0,0,1848205312,451222,44507
10,3,5,27,29144,8607571968,0,5,0,457.73758989670205,1667039570,1736353,0,0,1648189440,402390,80906
