Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,3,7,92,71302,17197506560,0,5,0,264.98384279402484,2361290500,3738806,0,0,2323103744,567164,13340,No
2,3,8,74,72802,17197506560,0,5,0,261.18048696321125,2376334162,3728596,0,0,2338209792,570852,34239,No
3,4,7,53,70741,17197506560,0,6,0,273.2569094353493,2415856869,3734655,0,0,2377601024,580469,87072,No
4,4,7,31,71721,17197506560,0,6,0,272.0511155980701,2438521803,3715797,0,0,2400391168,586033,83611,No
5,4,10,37,67977,17197506560,0,6,0,307.3001739079259,2610571455,3751105,0,0,2571788288,627878,69327,No
