Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,9,8,123,54503,12902539264,0,11,0,412.27493957243786,2808152814,2278245,0,0,45056,11,162936,3398163
2,No,9,10,85,49978,12902539264,0,11,0,412.1257718539865,2573925031,2320689,0,0,36864,9,138241,3353834
3,Yes,14,10,72,54222,12902539264,0,16,0,420.0905595809046,2846531007,2302540,0,0,90112,22,197568,3437689
4,Yes,10,11,86,49243,12902539264,0,12,0,375.72349106272344,2311989798,2438949,0,0,40960,10,74256,3378461
5,Yes,10,10,92,53089,12902539264,0,12,0,411.23352919233594,2728270652,2305323,0,0,36864,9,162714,3391910
6,Yes,11,10,106,53715,12902539264,0,13,0,458.6288011916954,3078619879,2241284,0,0,36864,9,206598,3446247
7,Yes,6,11,75,47916,12902539264,0,8,0,402.8574734161361,2412148446,2292258,0,0,40960,10,79596,3264437
8,Yes,6,9,75,46157,12902539264,0,8,0,375.740528386929,2167246776,2352921,0,0,40960,10,65634,3247228
9,No,8,10,88,50436,12902539264,0,10,0,451.5119738230278,2845780335,2259171,0,0,36864,9,156020,3381894
10,No,11,10,98,51979,12902539264,0,13,0,427.9445281610191,2779768556,2293819,0,0,36864,9,160219,3395452
