Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,2,4,112,6086,1091379200,0,4,0,638.7728628740546,485414711,16245,0,0,32768,8,28376,No
2,5,3,89,11320,1091379200,0,7,0,689.2527404789255,974821722,17611,0,0,32768,8,126145,No
3,3,3,52,6168,1091379200,0,5,0,623.1620606650446,480011879,17307,0,0,32768,8,29315,No
4,3,5,168,6508,1091379200,0,5,0,615.9761131785331,500499199,17575,0,0,32768,8,41957,No
5,2,3,111,6268,1091379200,0,4,0,629.9542895450918,493120751,17182,0,0,32768,8,35373,No
