
Second: 1 | Number of Sorts: 169
Second: 2 | Number of Sorts: 100079
Second: 3 | Number of Sorts: 121913
Second: 4 | Number of Sorts: 151126
Second: 5 | Number of Sorts: 177300
Second: 6 | Number of Sorts: 179832
Second: 7 | Number of Sorts: 179413
Second: 8 | Number of Sorts: 179916
Second: 9 | Number of Sorts: 179746
Second: 10 | Number of Sorts: 179765
Second: 11 | Number of Sorts: 135116
Second: 12 | Number of Sorts: 180039
Second: 13 | Number of Sorts: 180236
Second: 14 | Number of Sorts: 180262
Second: 15 | Number of Sorts: 180201
Second: 16 | Number of Sorts: 177739
Second: 17 | Number of Sorts: 172257
Second: 18 | Number of Sorts: 163554
Second: 19 | Number of Sorts: 169447
Second: 20 | Number of Sorts: 166035
Second: 21 | Number of Sorts: 161778
Second: 22 | Number of Sorts: 161849
Second: 23 | Number of Sorts: 162462
Second: 24 | Number of Sorts: 162244
Second: 25 | Number of Sorts: 162648
Second: 26 | Number of Sorts: 161793
Second: 27 | Number of Sorts: 157657
Second: 28 | Number of Sorts: 105847
Second: 29 | Number of Sorts: 109094
Second: 30 | Number of Sorts: 133097
Second: 31 | Number of Sorts: 140276
Second: 32 | Number of Sorts: 170623
Second: 33 | Number of Sorts: 180038
Second: 34 | Number of Sorts: 179214
Second: 35 | Number of Sorts: 175290
Second: 36 | Number of Sorts: 170783
Second: 37 | Number of Sorts: 176924
Second: 38 | Number of Sorts: 179763
Second: 39 | Number of Sorts: 179755
Second: 40 | Number of Sorts: 180155
Second: 41 | Number of Sorts: 180024
Second: 42 | Number of Sorts: 180203
Second: 43 | Number of Sorts: 180666
Second: 44 | Number of Sorts: 180663
Second: 45 | Number of Sorts: 172411
