
Second: 1 | Number of Sorts: 211
Second: 2 | Number of Sorts: 110200
Second: 3 | Number of Sorts: 136275
Second: 4 | Number of Sorts: 175344
Second: 5 | Number of Sorts: 179930
Second: 6 | Number of Sorts: 180036
Second: 7 | Number of Sorts: 180087
Second: 8 | Number of Sorts: 180587
Second: 9 | Number of Sorts: 180502
Second: 10 | Number of Sorts: 180186
Second: 11 | Number of Sorts: 135262
Second: 12 | Number of Sorts: 178365
Second: 13 | Number of Sorts: 180217
Second: 14 | Number of Sorts: 180227
Second: 15 | Number of Sorts: 180554
Second: 16 | Number of Sorts: 179139
Second: 17 | Number of Sorts: 170609
Second: 18 | Number of Sorts: 148656
Second: 19 | Number of Sorts: 149426
Second: 20 | Number of Sorts: 148649
Second: 21 | Number of Sorts: 143081
Second: 22 | Number of Sorts: 143707
Second: 23 | Number of Sorts: 143918
Second: 24 | Number of Sorts: 144039
Second: 25 | Number of Sorts: 144398
Second: 26 | Number of Sorts: 144136
Second: 27 | Number of Sorts: 93970
Second: 28 | Number of Sorts: 124643
Second: 29 | Number of Sorts: 135730
Second: 30 | Number of Sorts: 162585
Second: 31 | Number of Sorts: 180398
Second: 32 | Number of Sorts: 176998
Second: 33 | Number of Sorts: 176047
Second: 34 | Number of Sorts: 179560
Second: 35 | Number of Sorts: 178865
Second: 36 | Number of Sorts: 180001
Second: 37 | Number of Sorts: 180058
Second: 38 | Number of Sorts: 180738
Second: 39 | Number of Sorts: 180306
Second: 40 | Number of Sorts: 179704
Second: 41 | Number of Sorts: 180377
Second: 42 | Number of Sorts: 179773
Second: 43 | Number of Sorts: 179778
Second: 44 | Number of Sorts: 179882
Second: 45 | Number of Sorts: 180343
