Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,No,5,4,80,45437,8607571968,0,7,0,467.9791341095679,2657499564,1255198,0,0,32768,8,122315,2174744
2,No,4,5,100,45179,8607571968,0,6,0,463.0806054810289,2614687999,1299789,0,0,28672,7,157804,2178371
3,Yes,3,6,66,44306,8607571968,0,5,0,437.5588241986456,2422769605,1270443,0,0,28672,7,84580,2172796
4,Yes,5,6,122,48803,8607571968,0,7,0,426.6655392749554,2602287354,1343189,0,0,28672,7,179854,2163256
5,No,4,5,100,45602,8607571968,0,6,0,449.5374295677347,2561982362,1271886,0,0,28672,7,114234,2179208
6,Yes,5,5,54,46630,8607571968,0,7,0,479.62161312600534,2795082278,1253321,0,0,28672,7,169677,2173464
7,Yes,5,5,78,47695,8607571968,0,7,0,464.81159941287484,2770645711,1272963,0,0,28672,7,171641,2146134
8,Yes,5,6,165,48138,8607571968,0,7,0,467.76096235352776,2814071394,1301389,0,0,28672,7,216424,2190598
9,Yes,4,5,80,44889,8607571968,0,6,0,485.7626637554585,2725159015,1257872,0,0,28672,7,160830,2186326
10,Yes,3,5,106,43100,8607571968,0,5,0,447.2758842557141,2409206895,1285425,0,0,28672,7,106305,2173991
