Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,11,9,41141,17197506560,0,4,0,607.2848206175541,3121990632,3445499,0,0,3084955648,753163,14,4198662
2,Yes,2,11,42,43801,17197506560,0,4,0,662.629253984928,3626854677,3322176,0,0,3589943296,876451,11,4198627
3,Yes,2,9,10,45137,17197506560,0,4,0,666.9054752703421,3761801334,3289225,0,0,3724922880,909405,11,4198630
4,Yes,2,11,8,43501,17197506560,0,4,0,647.4124256610716,3519283347,3348470,0,0,3482345472,850182,9,4198652
5,Yes,2,10,9,42962,17197506560,0,4,0,640.7470778543491,3439958859,3367814,0,0,3403001856,830811,7,4198625
6,Yes,2,11,54,42609,17197506560,0,4,0,633.0834260763417,3370798521,3384716,0,0,3333824512,813922,6,4198638
7,No,2,11,15,41007,17197506560,0,4,0,610.7025963508635,3129333003,3443710,0,0,3092299776,754956,9,4198666
8,No,2,11,9,40927,17197506560,0,4,0,607.4953944667122,3106822743,3449202,0,0,3069784064,749459,20,4198661
9,No,2,10,10,41210,17197506560,0,4,0,629.2883669902913,3240622638,3416513,0,0,3203616768,782133,12,4198646
10,Yes,2,11,12,43797,17197506560,0,4,0,627.8970787009547,3436425234,3368717,0,0,3399467008,829948,14,4198665
