Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,4,8,65,67722,17197506560,0,6,0,498.53886487284757,4219545177,3303827,0,0,4181643264,1020909,149679,4324736
2,Yes,4,9,72,67688,17197506560,0,6,0,491.96839468668276,4161778713,3316299,0,0,4123877376,1006806,200061,4323105
3,Yes,3,8,51,62198,17197506560,0,5,0,472.6881972021225,3674347489,3351507,0,0,3637080064,887959,95827,4239466
4,No,4,9,73,66861,17197506560,0,6,0,495.93875079279604,4144099761,3320067,0,0,4106199040,1002490,141116,4322557
5,Yes,4,8,67,69472,17197506560,0,6,0,528.0061614649314,4584465090,3232284,0,0,4546494464,1109984,135300,4342268
6,No,4,9,46,66478,17197506560,0,6,0,495.28963901969337,4114963467,3317565,0,0,4077142016,995396,169452,4312961
7,Yes,5,10,41,69534,17197506560,0,7,0,501.7826600310684,4360529771,3281469,0,0,4322553856,1055311,217554,4336780
8,Yes,5,11,32,67193,17197506560,0,7,0,475.7169732368789,3994739776,3347077,0,0,3956887552,966037,243939,4313114
9,Yes,4,8,44,68874,17197506560,0,6,0,523.855924374873,4509270351,3237617,0,0,4471398400,1091650,119250,4329267
10,No,5,10,40,66551,17197506560,0,7,0,482.7229846260201,4014896329,3345910,0,0,3977015296,970951,154044,4316861
