Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,1,2,36,9664,2165121024,0,3,0,571.3434841647692,689827917,362831,0,0,685223936,167291,1211,Yes
2,2,2,27,10007,2165121024,0,4,0,578.2823284357821,723001979,361165,0,0,718348288,175378,6837,Yes
3,1,2,97,9730,2165121024,0,3,0,573.5147179276315,697181565,362751,0,0,692563968,169083,1941,No
4,1,2,38,9599,2165121024,0,3,0,574.8040120871106,689336931,362997,0,0,684732416,167171,1326,No
5,1,2,60,9653,2165121024,0,3,0,572.5329196974407,690477069,362911,0,0,685871104,167449,1288,No
