Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,4,9,187,72234,17197506560,0,6,0,356.68591662166835,3219992631,3735345,0,0,3180163072,776407,161052,No
2,6,8,118,66913,17197506560,0,8,0,369.2842546296988,3088157920,3757018,0,0,3048390656,744236,90960,Yes
3,4,8,96,70405,17197506560,0,6,0,347.6137254712559,3058658019,3760173,0,0,3018919936,737041,29304,Yes
4,6,8,160,75517,17197506560,0,8,0,383.644514004953,3620864239,3779697,0,0,3579854848,873988,95982,No
5,5,8,155,76651,17197506560,0,7,0,320.088445807184,3066354908,3752630,0,0,3026669568,738933,157739,No
