Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Outlier
1,3,5,63,43057,12902539264,0,5,0,250.71664220013005,1349019226,2853804,0,0,1320755200,322450,19031,No
2,3,5,93,42851,12902539264,0,5,0,237.50960649768942,1271829691,2870509,0,0,1243566080,303605,8859,No
3,2,5,102,42992,12902539264,0,4,0,234.6898271570475,1260864092,2868718,0,0,1232637952,300937,6443,No
4,2,5,109,50281,12902539264,0,4,0,199.7307575781685,1254995588,2870566,0,0,1226764288,299503,11297,Yes
5,3,5,211,49317,12902539264,0,5,0,208.4160535366645,1284464170,2869860,0,0,1256181760,306685,12183,Yes
