
Second: 1 | Number of Sorts: 569
Second: 2 | Number of Sorts: 122981
Second: 3 | Number of Sorts: 128896
Second: 4 | Number of Sorts: 167459
Second: 5 | Number of Sorts: 179277
Second: 6 | Number of Sorts: 179117
Second: 7 | Number of Sorts: 175192
Second: 8 | Number of Sorts: 179251
Second: 9 | Number of Sorts: 178601
Second: 10 | Number of Sorts: 179094
Second: 11 | Number of Sorts: 139740
Second: 12 | Number of Sorts: 172148
Second: 13 | Number of Sorts: 178599
Second: 14 | Number of Sorts: 179251
Second: 15 | Number of Sorts: 179716
Second: 16 | Number of Sorts: 179429
Second: 17 | Number of Sorts: 179537
Second: 18 | Number of Sorts: 178854
Second: 19 | Number of Sorts: 179174
Second: 20 | Number of Sorts: 179089
Second: 21 | Number of Sorts: 178881
Second: 22 | Number of Sorts: 179151
Second: 23 | Number of Sorts: 171816
Second: 24 | Number of Sorts: 175049
Second: 25 | Number of Sorts: 175557
Second: 26 | Number of Sorts: 175670
Second: 27 | Number of Sorts: 172375
Second: 28 | Number of Sorts: 163847
Second: 29 | Number of Sorts: 149635
Second: 30 | Number of Sorts: 150109
Second: 31 | Number of Sorts: 149996
Second: 32 | Number of Sorts: 149695
Second: 33 | Number of Sorts: 149785
Second: 34 | Number of Sorts: 150180
Second: 35 | Number of Sorts: 147214
Second: 36 | Number of Sorts: 145820
Second: 37 | Number of Sorts: 145872
Second: 38 | Number of Sorts: 145624
Second: 39 | Number of Sorts: 146392
Second: 40 | Number of Sorts: 148969
Second: 41 | Number of Sorts: 150733
Second: 42 | Number of Sorts: 150574
Second: 43 | Number of Sorts: 150127
Second: 44 | Number of Sorts: 150625
Second: 45 | Number of Sorts: 150894
Second: 46 | Number of Sorts: 150733
Second: 47 | Number of Sorts: 150761
Second: 48 | Number of Sorts: 150697
Second: 49 | Number of Sorts: 150761
Second: 50 | Number of Sorts: 150756
Second: 51 | Number of Sorts: 151027
Second: 52 | Number of Sorts: 150894
Second: 53 | Number of Sorts: 150529
Second: 54 | Number of Sorts: 150912
Second: 55 | Number of Sorts: 150554
Second: 56 | Number of Sorts: 149221
Second: 57 | Number of Sorts: 147870
Second: 58 | Number of Sorts: 146347
Second: 59 | Number of Sorts: 145996
Second: 60 | Number of Sorts: 146241
Second: 61 | Number of Sorts: 146166
Second: 62 | Number of Sorts: 146527
Second: 63 | Number of Sorts: 145579
Second: 64 | Number of Sorts: 146518
Second: 65 | Number of Sorts: 146591
Second: 66 | Number of Sorts: 146043
Second: 67 | Number of Sorts: 142969
Second: 68 | Number of Sorts: 147141
Second: 69 | Number of Sorts: 150806
Second: 70 | Number of Sorts: 147746
Second: 71 | Number of Sorts: 129776
Second: 72 | Number of Sorts: 117473
Second: 73 | Number of Sorts: 133020
Second: 74 | Number of Sorts: 152605
Second: 75 | Number of Sorts: 172345
Second: 76 | Number of Sorts: 178972
Second: 77 | Number of Sorts: 179216
Second: 78 | Number of Sorts: 179144
Second: 79 | Number of Sorts: 178902
Second: 80 | Number of Sorts: 179171
Second: 81 | Number of Sorts: 178769
