Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,2,3,18,11402,2165121024,0,4,0,717.3527986665497,1021925711,285089,0,0,1017372672,248382,1381,533471
2,Yes,1,2,123,10907,2165121024,0,3,0,697.8063303071986,950984922,301156,0,0,946425856,231061,1048,532217
3,Yes,1,2,112,10951,2165121024,0,3,0,698.7021565439766,956048907,299749,0,0,951492608,232298,1107,532047
4,Yes,2,2,17,11007,2165121024,0,4,0,695.363729940936,956347373,301447,0,0,951775232,232367,2994,533814
5,Yes,2,2,62,11280,2165121024,0,4,0,683.3191317609505,963096788,299894,0,0,958525440,234015,7572,533909
6,No,1,2,101,11022,2165121024,0,3,0,690.8224036297642,951395529,300723,0,0,946839552,231162,1472,531885
7,No,1,2,168,11063,2165121024,0,3,0,695.6178341922068,961566276,298102,0,0,957014016,233646,895,531748
8,No,1,2,140,11062,2165121024,0,3,0,694.8174061482821,960372732,298638,0,0,955817984,233354,808,531992
9,Yes,2,3,148,10967,2165121024,0,4,0,705.0343400218898,966037205,299199,0,0,961466368,234733,4816,533932
10,Yes,1,3,99,10944,2165121024,0,3,0,699.5225759985376,956472231,299361,0,0,951918592,232402,1593,531763
