Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,4,6,32,40067,8607571968,0,6,0,385.1022454756497,1928235222,1706445,0,0,1908170752,465862,112424
2,4,4,84,39995,8607571968,0,6,0,410.63793993648574,2052515322,1714508,0,0,2032271360,496160,78874
3,4,5,65,37612,8607571968,0,6,0,406.39372882708005,1910193710,1705802,0,0,1890799616,461621,111790
4,4,5,42,38148,8607571968,0,6,0,403.61722591301157,1924184071,1712594,0,0,1905008640,465090,100289
5,3,6,79,39305,8607571968,0,5,0,406.65388493345887,1997423994,1718146,0,0,1978093568,482933,18036
6,4,4,31,38768,8607571968,0,6,0,389.8748868021876,1888926354,1711468,0,0,1869254656,456361,105322
7,4,5,49,37849,8607571968,0,6,0,388.68143536624035,1838445120,1720445,0,0,1818873856,444061,104540
8,4,7,42,39557,8607571968,0,6,0,385.5724468268015,1905961374,1704777,0,0,1886093312,460472,112082
9,4,5,98,38071,8607571968,0,6,0,421.36182293910576,2004732484,1715942,0,0,1984204800,484425,44542
10,5,6,33,47512,8607571968,0,7,0,495.85963019408075,2944326013,1688520,0,0,2922078208,713398,43785
