Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,119,38562,8607571968,0,5,0,399.4052324290679,1924820985,1703645,0,0,1905762304,465274,68811
2,5,5,117,47292,8607571968,0,7,0,503.7210989912661,2977220015,1694402,0,0,2955067392,721452,83829
3,4,5,77,45908,8607571968,0,6,0,487.77639596540536,2798587578,1682599,0,0,2777214976,678031,66393
4,3,4,109,37259,8607571968,0,5,0,401.31203886726615,1868647617,1741558,0,0,1849356288,451503,6296
5,3,4,56,37789,8607571968,0,5,0,370.0485578933439,1747573211,1716952,0,0,1728737280,422055,78636
6,3,5,148,38890,8607571968,0,5,0,413.75260444901636,2010883869,1717531,0,0,1991421952,486187,25813
7,3,5,76,38708,8607571968,0,5,0,392.09674350825514,1896702649,1703049,0,0,1877700608,458423,63829
8,6,5,48,49459,8607571968,0,8,0,503.7743448052736,3113994594,1693682,0,0,3091189760,754685,124881
9,3,5,79,38867,8607571968,0,5,0,390.1520983994648,1895048972,1712577,0,0,1875382272,457857,69281
10,3,4,118,39064,8607571968,0,5,0,388.16395494111623,1894998126,1704695,0,0,1875984384,458004,48234
