Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,5,130,40518,8607571968,0,5,0,369.3016021523955,1869977092,1717635,0,0,1850900480,451880,91830
2,3,4,26,39183,8607571968,0,5,0,356.1369562265499,1743923842,1714798,0,0,1725108224,421169,63332
3,3,5,37,38356,8607571968,0,5,0,364.24845474694274,1745949177,1713749,0,0,1727148032,421667,52505
4,3,5,41,39078,8607571968,0,5,0,368.83697571212855,1801233510,1703933,0,0,1782407168,435158,27396
5,4,5,38,47576,8607571968,0,6,0,478.0786331168149,2842622422,1681042,0,0,2821083136,688741,17238
6,5,5,145,50718,8607571968,0,7,0,486.61651726381797,3084510494,1699351,0,0,3062145024,747594,105254
7,4,5,54,39075,8607571968,0,6,0,403.388882109035,1969838043,1726745,0,0,1949925376,476056,33938
8,3,5,179,41627,8607571968,0,5,0,365.6386349526693,1902114024,1709225,0,0,1883049984,459729,75556
9,4,5,66,41898,8607571968,0,6,0,396.6798168667796,2077051036,1714267,0,0,2057203712,502247,78762
10,3,4,22,39130,8607571968,0,5,0,354.2786979502121,1732476158,1714708,0,0,1713692672,418382,56343
