Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,74,40051,8607571968,0,5,0,382.5851228806153,1914960918,1705276,0,0,1895899136,462866,29236
2,6,5,58,50653,8607571968,0,8,0,484.00353119570366,3064013894,1702894,0,0,3041800192,742627,93282
3,4,7,48,42032,8607571968,0,6,0,385.80005634741224,2026443511,1719665,0,0,2006884352,489962,68365
4,4,5,52,47259,8607571968,0,6,0,475.3354049181022,2807474993,1685227,0,0,2786263040,680240,23204
5,7,4,39,50961,8607571968,0,9,0,493.3070549679141,3141968462,1678629,0,0,3120353280,761805,131611
6,3,5,157,41296,8607571968,0,5,0,390.26245525659346,2014078496,1718011,0,0,1994715136,486991,55203
7,3,4,56,40142,8607571968,0,5,0,362.14452439085153,1816757231,1703094,0,0,1797885952,438937,65608
8,6,4,58,49975,8607571968,0,8,0,485.8392224290088,3034521511,1702267,0,0,3011940352,735337,84905
9,3,4,131,41083,8607571968,0,5,0,374.56135310012417,1923113344,1711625,0,0,1903984640,464840,59685
10,3,5,126,40970,8607571968,0,5,0,385.83006625167826,1975478699,1715421,0,0,1956212736,477591,71665
