Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,6,4,58,50385,8607571968,0,8,0,496.57765649748916,3127047402,1692061,0,0,3104583680,757955,94640
2,10,4,59,52318,8607571968,0,12,0,506.3970797874374,3311244538,1705223,0,0,3288068096,802751,166502
3,2,5,107,39263,8607571968,0,4,0,373.80245310509963,1834129730,1696888,0,0,1814851584,443079,19834
4,5,4,48,48355,8607571968,0,7,0,466.6463732290956,2820139913,1688782,0,0,2798288896,683176,88739
5,4,4,38,41803,8607571968,0,6,0,391.200089762913,2043759159,1710984,0,0,2023882752,494112,96999
6,4,4,64,47260,8607571968,0,6,0,476.4607946504148,2814241504,1684743,0,0,2793267200,681950,33148
7,3,4,193,40860,8607571968,0,5,0,372.6380442529861,1902850108,1707614,0,0,1883795456,459911,106163
8,3,4,55,39602,8607571968,0,5,0,358.55337320066667,1774537175,1712088,0,0,1755684864,428634,66001
9,3,4,37,40285,8607571968,0,5,0,368.4414027457114,1854936134,1692748,0,0,1836109824,448269,69762
10,4,4,93,41190,8607571968,0,6,0,375.4863792550867,1932885342,1704275,0,0,1913118720,467070,120306
