Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,5,136,41323,8607571968,0,5,0,375.89503054358875,1941191475,1702169,0,0,1922002944,469239,79254
2,4,4,164,41559,8607571968,0,6,0,393.2311167368548,2042377472,1714145,0,0,2022834176,493856,65271
3,5,4,121,50625,8607571968,0,7,0,480.8785969459316,3042606996,1698202,0,0,3020423168,737408,108655
4,3,5,66,38960,8607571968,0,5,0,376.06552360415867,1830991675,1698758,0,0,1812156416,442421,61872
5,3,5,73,40263,8607571968,0,5,0,386.0203360325898,1942338452,1703402,0,0,1923235840,469540,37765
6,3,5,155,41403,8607571968,0,5,0,377.9191193777477,1955424579,1696216,0,0,1936334848,472738,57605
7,4,5,37,36921,8607571968,0,6,0,409.2354148878535,1888204412,1700334,0,0,1869131776,456331,104753
8,3,5,114,42321,8607571968,0,5,0,374.1872995557236,1979051337,1711406,0,0,1959813120,478470,82124
9,2,5,110,39290,8607571968,0,4,0,381.17411062746595,1871590759,1722032,0,0,1852465152,452262,9779
10,3,4,104,40651,8607571968,0,5,0,391.8437517159938,1990696738,1711851,0,0,1971204096,481251,37884
