Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,5,177,40789,8607571968,0,5,0,372.20241859552766,1897275546,1714723,0,0,1878167552,458537,95241
2,3,5,135,40076,8607571968,0,5,0,367.42210097077685,1840158992,1714504,0,0,1821167616,444621,76652
3,3,5,119,40597,8607571968,0,5,0,366.8220543949547,1861042720,1706615,0,0,1841901568,449683,92858
4,3,5,136,40117,8607571968,0,5,0,386.25200079776624,1936455148,1702022,0,0,1916801024,467969,41485
5,4,5,45,38362,8607571968,0,6,0,390.7106966655369,1873098864,1718711,0,0,1853734912,452572,82755
6,7,4,146,52854,8607571968,0,9,0,487.674724692526,3221488662,1698175,0,0,3198935040,780990,152458
7,4,5,48,41060,8607571968,0,6,0,376.3517075143101,1931177509,1711931,0,0,1911603200,466700,83021
8,3,4,28,39290,8607571968,0,5,0,353.6836912895179,1736639803,1715484,0,0,1717837824,419394,61374
9,5,4,114,50385,8607571968,0,7,0,483.4702934836546,3044502171,1695147,0,0,3022618624,737944,101984
10,3,4,41,39415,8607571968,0,5,0,350.96448686914823,1728770290,1718750,0,0,1709953024,417469,66310
