Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,4,8,40,67358,17197506560,0,6,0,506.28714025241277,4262092452,3283430,0,0,4224290816,1031321,93274,4314751
2,Yes,4,10,45,65669,17197506560,0,6,0,480.85105103641547,3946312485,3358015,0,0,3908456448,954213,111059,4312228
3,Yes,5,8,45,72048,17197506560,0,7,0,489.09307951138254,4404070745,3272987,0,0,4366086144,1065939,179423,4338926
4,Yes,4,9,66,69169,17197506560,0,6,0,500.2681201850781,4324605489,3285811,0,0,4286660608,1046548,105301,4332359
5,No,4,10,56,66340,17197506560,0,6,0,496.6430959143675,4117579659,3324165,0,0,4079693824,996019,133666,4320184
6,Yes,5,9,31,69002,17197506560,0,7,0,483.28443013059297,4167692900,3315422,0,0,4129787904,1008249,211424,4323671
7,Yes,5,8,43,73440,17197506560,0,7,0,518.9622925155245,4763342447,3189465,0,0,4725407744,1153664,282608,4343129
8,No,4,10,52,66724,17197506560,0,6,0,488.62399616272444,4074545250,3325092,0,0,4036734976,985531,174666,4310623
9,No,4,9,59,66383,17197506560,0,6,0,490.88618410823517,4072547538,3327020,0,0,4034723840,985040,105133,4312060
10,Yes,5,9,50,70247,17197506560,0,7,0,516.7933157550044,4537103678,3241264,0,0,4499144704,1098424,257917,4339688
