Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,3,3,36,13911,2165121024,0,5,0,841.7639741156169,1463194285,10306,0,0,28672,7,33762,557673
2,Yes,3,3,600,14379,2165121024,0,5,0,827.4363427935448,1486690724,11768,0,0,28672,7,42941,565927
3,Yes,3,3,63,13582,2165121024,0,5,0,843.2206524780912,1431049271,11635,0,0,36864,9,41552,569110
4,No,3,3,92,14350,2165121024,0,5,0,831.9637493552659,1491810605,11505,0,0,36864,9,46554,568875
5,Yes,3,4,34,13729,2165121024,0,5,0,858.7441562112933,1473070559,10816,0,0,28672,7,40613,559789
6,Yes,3,4,144,14223,2165121024,0,5,0,833.6143115549618,1481432853,11379,0,0,28672,7,42557,565708
7,Yes,2,3,91,13579,2165121024,0,4,0,837.8425657041839,1421606476,11703,0,0,28672,7,28480,557256
8,No,3,3,70,14242,2165121024,0,5,0,837.4547482267013,1490352386,11955,0,0,36864,9,64913,571101
9,Yes,3,4,47,13937,2165121024,0,5,0,844.632295700854,1470820338,11644,0,0,28672,7,37552,560913
10,No,3,2,91,14427,2165121024,0,5,0,825.1584049913346,1487651365,11599,0,0,28672,7,62142,567620
