
Second: 1 | Number of Sorts: 140
Second: 2 | Number of Sorts: 104461
Second: 3 | Number of Sorts: 122141
Second: 4 | Number of Sorts: 148202
Second: 5 | Number of Sorts: 175313
Second: 6 | Number of Sorts: 179085
Second: 7 | Number of Sorts: 179211
Second: 8 | Number of Sorts: 179461
Second: 9 | Number of Sorts: 179383
Second: 10 | Number of Sorts: 179479
Second: 11 | Number of Sorts: 134608
Second: 12 | Number of Sorts: 178810
Second: 13 | Number of Sorts: 179439
Second: 14 | Number of Sorts: 179424
Second: 15 | Number of Sorts: 179288
Second: 16 | Number of Sorts: 179065
Second: 17 | Number of Sorts: 178557
Second: 18 | Number of Sorts: 179616
Second: 19 | Number of Sorts: 179772
Second: 20 | Number of Sorts: 179657
Second: 21 | Number of Sorts: 179357
Second: 22 | Number of Sorts: 177226
Second: 23 | Number of Sorts: 172714
Second: 24 | Number of Sorts: 177339
Second: 25 | Number of Sorts: 172339
Second: 26 | Number of Sorts: 174508
Second: 27 | Number of Sorts: 174966
Second: 28 | Number of Sorts: 172546
Second: 29 | Number of Sorts: 172623
Second: 30 | Number of Sorts: 172741
Second: 31 | Number of Sorts: 172468
Second: 32 | Number of Sorts: 169862
Second: 33 | Number of Sorts: 168145
Second: 34 | Number of Sorts: 168138
Second: 35 | Number of Sorts: 172121
Second: 36 | Number of Sorts: 172246
Second: 37 | Number of Sorts: 172259
Second: 38 | Number of Sorts: 172006
Second: 39 | Number of Sorts: 172068
Second: 40 | Number of Sorts: 172239
Second: 41 | Number of Sorts: 171760
Second: 42 | Number of Sorts: 171484
Second: 43 | Number of Sorts: 172317
Second: 44 | Number of Sorts: 172343
Second: 45 | Number of Sorts: 172532
Second: 46 | Number of Sorts: 172339
Second: 47 | Number of Sorts: 171230
Second: 48 | Number of Sorts: 172235
Second: 49 | Number of Sorts: 172719
Second: 50 | Number of Sorts: 172786
Second: 51 | Number of Sorts: 172569
Second: 52 | Number of Sorts: 171985
Second: 53 | Number of Sorts: 172173
Second: 54 | Number of Sorts: 172476
Second: 55 | Number of Sorts: 172314
Second: 56 | Number of Sorts: 172580
Second: 57 | Number of Sorts: 168080
Second: 58 | Number of Sorts: 168548
Second: 59 | Number of Sorts: 168640
Second: 60 | Number of Sorts: 168700
Second: 61 | Number of Sorts: 168404
Second: 62 | Number of Sorts: 167911
Second: 63 | Number of Sorts: 167083
Second: 64 | Number of Sorts: 168444
Second: 65 | Number of Sorts: 167919
Second: 66 | Number of Sorts: 169406
Second: 67 | Number of Sorts: 167986
Second: 68 | Number of Sorts: 106217
Second: 69 | Number of Sorts: 132980
Second: 70 | Number of Sorts: 142592
Second: 71 | Number of Sorts: 171347
Second: 72 | Number of Sorts: 179631
Second: 73 | Number of Sorts: 180287
Second: 74 | Number of Sorts: 179912
Second: 75 | Number of Sorts: 179809
Second: 76 | Number of Sorts: 179677
Second: 77 | Number of Sorts: 179695
Second: 78 | Number of Sorts: 179393
Second: 79 | Number of Sorts: 179954
Second: 80 | Number of Sorts: 179380
Second: 81 | Number of Sorts: 179239
