
Second: 1 | Number of Sorts: 160
Second: 2 | Number of Sorts: 97552
Second: 3 | Number of Sorts: 121081
Second: 4 | Number of Sorts: 138664
Second: 5 | Number of Sorts: 169670
Second: 6 | Number of Sorts: 178725
Second: 7 | Number of Sorts: 178644
Second: 8 | Number of Sorts: 178746
Second: 9 | Number of Sorts: 178475
Second: 10 | Number of Sorts: 178981
Second: 11 | Number of Sorts: 134086
Second: 12 | Number of Sorts: 178273
Second: 13 | Number of Sorts: 178843
Second: 14 | Number of Sorts: 178776
Second: 15 | Number of Sorts: 178818
Second: 16 | Number of Sorts: 179050
Second: 17 | Number of Sorts: 177882
Second: 18 | Number of Sorts: 178991
Second: 19 | Number of Sorts: 178399
Second: 20 | Number of Sorts: 178798
Second: 21 | Number of Sorts: 177969
Second: 22 | Number of Sorts: 175872
Second: 23 | Number of Sorts: 176098
Second: 24 | Number of Sorts: 177157
Second: 25 | Number of Sorts: 176862
Second: 26 | Number of Sorts: 176290
Second: 27 | Number of Sorts: 176016
Second: 28 | Number of Sorts: 163604
Second: 29 | Number of Sorts: 162052
Second: 30 | Number of Sorts: 157496
Second: 31 | Number of Sorts: 162367
Second: 32 | Number of Sorts: 161329
Second: 33 | Number of Sorts: 162448
Second: 34 | Number of Sorts: 162548
Second: 35 | Number of Sorts: 160698
Second: 36 | Number of Sorts: 160830
Second: 37 | Number of Sorts: 162218
Second: 38 | Number of Sorts: 162624
Second: 39 | Number of Sorts: 162637
Second: 40 | Number of Sorts: 162595
Second: 41 | Number of Sorts: 162837
Second: 42 | Number of Sorts: 161629
Second: 43 | Number of Sorts: 162414
Second: 44 | Number of Sorts: 162227
Second: 45 | Number of Sorts: 162463
Second: 46 | Number of Sorts: 162644
Second: 47 | Number of Sorts: 162092
Second: 48 | Number of Sorts: 162512
Second: 49 | Number of Sorts: 162786
Second: 50 | Number of Sorts: 162759
Second: 51 | Number of Sorts: 162873
Second: 52 | Number of Sorts: 161855
Second: 53 | Number of Sorts: 162711
Second: 54 | Number of Sorts: 162593
Second: 55 | Number of Sorts: 162408
Second: 56 | Number of Sorts: 162248
Second: 57 | Number of Sorts: 162073
Second: 58 | Number of Sorts: 162394
Second: 59 | Number of Sorts: 162638
Second: 60 | Number of Sorts: 162382
Second: 61 | Number of Sorts: 162695
Second: 62 | Number of Sorts: 161636
Second: 63 | Number of Sorts: 162153
Second: 64 | Number of Sorts: 162112
Second: 65 | Number of Sorts: 162690
Second: 66 | Number of Sorts: 162268
Second: 67 | Number of Sorts: 162719
Second: 68 | Number of Sorts: 162519
Second: 69 | Number of Sorts: 162672
Second: 70 | Number of Sorts: 162690
Second: 71 | Number of Sorts: 162833
Second: 72 | Number of Sorts: 161853
Second: 73 | Number of Sorts: 162359
Second: 74 | Number of Sorts: 162359
Second: 75 | Number of Sorts: 162572
Second: 76 | Number of Sorts: 162648
Second: 77 | Number of Sorts: 162697
Second: 78 | Number of Sorts: 162667
Second: 79 | Number of Sorts: 162601
Second: 80 | Number of Sorts: 162667
Second: 81 | Number of Sorts: 161385
Second: 82 | Number of Sorts: 159282
Second: 83 | Number of Sorts: 159669
Second: 84 | Number of Sorts: 159697
Second: 85 | Number of Sorts: 159820
Second: 86 | Number of Sorts: 160038
Second: 87 | Number of Sorts: 159880
Second: 88 | Number of Sorts: 159512
Second: 89 | Number of Sorts: 159671
Second: 90 | Number of Sorts: 155083
Second: 91 | Number of Sorts: 160529
Second: 92 | Number of Sorts: 159982
Second: 93 | Number of Sorts: 160592
Second: 94 | Number of Sorts: 160739
Second: 95 | Number of Sorts: 161728
Second: 96 | Number of Sorts: 162215
Second: 97 | Number of Sorts: 162039
Second: 98 | Number of Sorts: 159662
Second: 99 | Number of Sorts: 132003
Second: 100 | Number of Sorts: 132096
Second: 101 | Number of Sorts: 143615
Second: 102 | Number of Sorts: 173047
Second: 103 | Number of Sorts: 179052
Second: 104 | Number of Sorts: 179126
Second: 105 | Number of Sorts: 178766
Second: 106 | Number of Sorts: 179112
Second: 107 | Number of Sorts: 178570
Second: 108 | Number of Sorts: 178469
Second: 109 | Number of Sorts: 178845
Second: 110 | Number of Sorts: 179165
Second: 111 | Number of Sorts: 159395
