Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,3,17,26,10326,1091379200,0,5,0,927.7901103889805,1195361147,10536,0,0,1192210432,291067,24455,304288
2,Yes,3,18,23,10198,1091379200,0,5,0,913.8167104125737,1162619380,11624,0,0,1159708672,283132,18826,296999
3,No,3,17,54,10472,1091379200,0,5,0,911.8726029650884,1191491124,12093,0,0,1188462592,290152,23147,305011
4,No,3,17,122,10495,1091379200,0,5,0,896.1546989883565,1173526233,10522,0,0,1170296832,285717,19885,299684
5,Yes,3,19,510,10849,1091379200,0,5,0,889.7016147737766,1204221177,11160,0,0,1201152000,293250,24854,306628
6,No,3,18,30,10474,1091379200,0,5,0,906.1159502677889,1184081163,11894,0,0,1180975104,288324,20945,303174
7,Yes,3,17,225,10868,1091379200,0,5,0,872.3377038061008,1183004669,10682,0,0,1180057600,288100,21057,301112
8,Yes,3,17,37,10615,1091379200,0,5,0,925.4196957916588,1225737358,9933,0,0,1222344704,298424,27121,311877
9,Yes,2,17,452,10621,1091379200,0,4,0,882.3859230479064,1169390183,9263,0,0,1166643200,284825,16126,295761
10,Yes,3,17,25,10912,1091379200,0,5,0,904.8323025240936,1232056108,11188,0,0,1228890112,300022,26243,314178
