Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,No,4,5,44,44809,8607571968,0,6,0,654.819067404696,3667101777,1310211,0,0,3648184320,890670,87455,2200881
2,Yes,4,5,52,45260,8607571968,0,6,0,655.2255259308363,3706316487,1301657,0,0,3687399424,900244,137764,2201901
3,Yes,4,5,67,46764,8607571968,0,6,0,653.7691589640497,3820986603,1275237,0,0,3802083328,928243,220665,2203480
4,Yes,2,5,82,41516,8607571968,0,4,0,648.4364585772446,3364443371,1313781,0,0,3346083840,816915,25188,2130696
5,No,4,5,46,43458,8607571968,0,6,0,637.2702968264562,3461200866,1350892,0,0,3442319360,840410,68315,2191302
6,Yes,4,4,64,48949,8607571968,0,6,0,708.0607087955868,4331791514,1167679,0,0,4312858624,1052944,117896,2220623
7,No,4,5,37,42969,8607571968,0,6,0,647.465074574062,3476998773,1345143,0,0,3458138112,844272,70913,2189415
8,Yes,2,5,82,40906,8607571968,0,4,0,645.7248055548764,3301136426,1329892,0,0,3282755584,801454,22910,2131346
9,Yes,4,6,50,45170,8607571968,0,6,0,653.3991632273492,3688552566,1309664,0,0,3669598208,895898,102407,2205562
10,Yes,4,6,63,45613,8607571968,0,6,0,656.2892924331791,3741210810,1288668,0,0,3722342400,908775,159746,2197443
