Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,No,3,3,124,35296,4312604672,0,5,0,835.7902362508146,3686980717,248551,0,0,3677560832,897842,35785,1146393
2,Yes,4,3,78,36542,4312604672,0,6,0,801.0358218889406,3658418577,259683,0,0,3648954368,890858,151851,1150541
3,Yes,3,3,104,32368,4312604672,0,5,0,801.9871915958597,3244327048,339714,0,0,3234951168,789783,24410,1129497
4,No,4,3,72,35215,4312604672,0,6,0,805.5694197432693,3545501391,285705,0,0,3536023552,863287,88455,1148992
5,Yes,3,3,62,32526,4312604672,0,5,0,794.2597730836638,3228751441,298571,0,0,3219775488,786078,73528,1084649
6,Yes,3,3,110,32852,4312604672,0,5,0,797.8394793144388,3275816248,335522,0,0,3266416640,797465,32222,1132987
7,Yes,2,3,79,31117,4312604672,0,4,0,811.1647032204153,3154609964,310582,0,0,3145670656,767986,21035,1078568
8,No,4,3,73,35246,4312604672,0,6,0,810.0866564140397,3568523094,276392,0,0,3559084032,868917,71321,1145309
9,Yes,4,3,74,36067,4312604672,0,6,0,762.3859893522626,3436623630,311392,0,0,3427127296,836701,186907,1148093
10,Yes,4,3,74,37630,4312604672,0,6,0,786.9995450075744,3701341575,255041,0,0,3691835392,901327,211745,1156368
