Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,120,36176,8607571968,0,5,0,420.128607541745,1899399115,1734853,0,0,1880113152,459012,37905
2,4,4,49,35889,8607571968,0,6,0,440.32627604848824,1974926142,1724488,0,0,1955586048,477438,65498
3,3,5,31,33254,8607571968,0,5,0,429.0256919606604,1782872020,1737798,0,0,1763786752,430612,27576
4,3,4,23,35573,8607571968,0,5,0,387.21818077539433,1721408050,1746644,0,0,1702363136,415616,14315
5,3,4,135,34537,8607571968,0,5,0,436.92364312396836,1885823137,1738051,0,0,1866534912,455697,48934
6,4,4,89,37013,8607571968,0,6,0,411.7870580669567,1904765994,1734724,0,0,1885470720,460320,79301
7,2,6,123,37112,8607571968,0,4,0,392.67704371260714,1821121940,1728750,0,0,1802043392,439952,5581
8,3,4,104,36161,8607571968,0,5,0,430.05751804629807,1943486326,1726416,0,0,1924190208,469773,52612
9,4,5,46,35760,8607571968,0,6,0,426.643772115788,1906618599,1736281,0,0,1887305728,460768,66043
10,3,5,93,36220,8607571968,0,5,0,418.4496384371117,1894056823,1735889,0,0,1874771968,457708,35112
