Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,2,7,195,38010,8607571968,0,4,0,381.31057253374735,1811155853,1732223,0,0,1792065536,437516,7323
2,4,5,49,39883,8607571968,0,6,0,409.8041179597773,2042558667,1713845,0,0,2023182336,493941,35662
3,3,4,141,37366,8607571968,0,5,0,425.83048787538144,1988522452,1719902,0,0,1969197056,480761,44295
4,4,4,48,36765,8607571968,0,6,0,418.59951165637494,1923304671,1732545,0,0,1903992832,464842,61075
5,4,4,45,35612,8607571968,0,6,0,435.66027252302854,1938911463,1730641,0,0,1919586304,468649,62701
6,4,4,31,36646,8607571968,0,6,0,416.46431133671746,1907298252,1735646,0,0,1887989760,460935,59702
7,3,4,129,36826,8607571968,0,5,0,401.4280052142741,1847460367,1744137,0,0,1828192256,446336,54383
8,4,4,51,36106,8607571968,0,6,0,416.73916126530384,1880427240,1740882,0,0,1861124096,454376,48265
9,4,4,66,36908,8607571968,0,6,0,422.7072319531758,1949736051,1731813,0,0,1930379264,471284,59689
10,3,5,73,37106,8607571968,0,5,0,420.20756464785313,1948552723,1726189,0,0,1929248768,471008,35837
