Experiment,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages
1,3,4,28,36597,8607571968,0,5,0,386.2257306042139,1766432386,1739732,0,0,1747361792,426602,25630
2,4,4,56,36554,8607571968,0,6,0,419.1566618878249,1914809589,1733479,0,0,1895505920,462770,55050
3,3,5,103,37687,8607571968,0,5,0,410.15407483679206,1931715847,1732777,0,0,1912385536,466891,10634
4,3,5,97,36356,8607571968,0,5,0,414.6561868449286,1883933497,1736027,0,0,1864667136,455241,34993
5,4,4,33,37971,8607571968,0,6,0,396.861758685174,1883243889,1738747,0,0,1863954432,455067,47193
6,3,4,103,36180,8607571968,0,5,0,415.00297125165855,1876431052,1738726,0,0,1857155072,453407,41768
7,4,4,49,37742,8607571968,0,6,0,391.39372303778686,1846089630,1743224,0,0,1826832384,446004,52603
8,3,5,63,37336,8607571968,0,5,0,399.661824864054,1864759564,1740126,0,0,1845493760,450560,11615
9,4,4,90,37764,8607571968,0,6,0,427.1369341101695,2015873919,1720625,0,0,1996488704,487424,77543
10,4,5,54,36892,8607571968,0,6,0,406.263294060238,1873016856,1739218,0,0,1853743104,452574,75110
