Experiment,Outlier,Iterations,Setup-Time,Downtime,Total-Time,Ram-Total,Ram-Postcopy-Requests,Ram-Dirty-Sync-Count,Ram-Remaining,Ram-Mbps,Ram-Transferred,Ram-Duplicate,Ram-Dirty-Pages-Rate,Ram-Skipped,Ram-Normal-Bytes,Ram-Normal,Total-Fake-Dirty-Pages,Total-Transferred-Page-Count
1,Yes,1,2,102,8532,1091379200,0,3,0,919.6129078546307,980324931,30805,0,0,978137088,238803,1776,269608
2,Yes,1,2,96,8139,1091379200,0,3,0,901.9691630822169,917203053,46047,0,0,915001344,223389,971,269436
3,No,2,2,16,8210,1091379200,0,4,0,901.2858031189085,924506876,46358,0,0,922288128,225168,1950,271526
4,Yes,2,2,21,8335,1091379200,0,4,0,898.2732922116885,935451560,45370,0,0,933220352,227837,7774,273207
5,Yes,1,2,103,8203,1091379200,0,3,0,902.3633469089136,924822894,44080,0,0,922624000,225250,1289,269330
6,Yes,2,2,20,8299,1091379200,0,4,0,900.410067253224,933625433,44019,0,0,931409920,227395,4962,271414
7,No,1,2,83,8243,1091379200,0,3,0,903.9451629656595,930964179,42445,0,0,928768000,226750,902,269195
8,Yes,1,1,188,8281,1091379200,0,3,0,895.2807111111111,926403204,44110,0,0,924200960,225635,1481,269745
9,Yes,2,1,93,8370,1091379200,0,4,0,891.3327499103837,932233115,43445,0,0,930025472,227057,6959,270502
10,No,1,2,98,8239,1091379200,0,3,0,904.5989073691878,931185318,42392,0,0,928989184,226804,1314,269196
