Time,Bitrate
35.90,941
36.00,942
36.10,941
36.20,942
36.30,941
36.40,942
36.50,942
36.60,940
36.70,942
36.80,942
36.90,941
37.00,942
37.10,942
37.20,940
37.30,942
37.40,930
37.50,942
37.60,941
37.70,940
37.80,942
37.90,942
38.00,941
38.10,941
38.20,941
38.30,941
38.40,942
38.50,942
38.60,941
38.70,942
38.80,942
38.90,941
39.00,942
39.10,942
39.20,941
39.30,942
39.40,940
39.50,942
39.60,942
39.70,941
39.80,941
39.90,942
40.00,910
40.10,910
40.20,942
40.30,942
40.40,942
40.50,941
40.60,942
40.70,940
40.80,942
40.90,942
41.00,941
41.10,942
41.20,942
41.30,941
41.40,942
41.50,942
41.60,942
41.70,942
41.80,940
41.90,942
42.00,942
42.10,942
42.20,941
42.30,942
42.40,940
42.50,942
42.60,942
42.70,942
42.80,941
42.90,941
43.00,941
43.10,942
43.20,935
43.30,942
43.40,942
43.50,942
43.60,940
43.70,942
43.80,942
43.90,942
44.00,941
44.10,942
44.20,940
44.30,942
44.40,942
44.50,941
44.60,941
44.70,942
44.80,941
44.90,941
45.00,942
45.10,942
45.20,942
45.30,940
45.40,942
45.50,942
45.60,940
45.70,943
45.80,941
45.90,940
46.00,942
46.10,942
46.20,942
46.30,941
46.40,941
46.50,940
46.60,942
46.70,942
46.80,942
46.90,941
47.00,942
47.10,940
47.20,942
47.30,942
47.40,941
47.50,940
47.60,941
47.70,942
47.80,942
47.90,941
48.00,942
48.10,942
48.20,940
48.30,942
48.40,942
48.50,941
48.60,942
48.70,941
48.80,941
48.90,942
49.00,942
49.10,942
49.20,941
49.30,942
49.40,941
49.50,942
49.60,942
49.70,941
49.80,942
49.90,940
50.00,942
50.10,942
50.20,941
50.30,942
50.40,942
50.50,940
50.60,942
50.70,942
50.80,942
50.90,942
51.00,940
51.10,942
51.20,942
51.30,942
51.40,942
51.50,941
51.60,941
51.70,941
51.80,940
51.90,653
52.00,942
52.10,941
52.20,941
52.30,942
52.40,942
52.50,942
52.60,941
52.70,940
52.80,942
52.90,942
53.00,942
53.10,941
53.20,942
53.30,940
53.40,942
53.50,942
53.60,941
53.70,942
53.80,941
53.90,941
54.00,942
54.10,942
54.20,942
54.30,942
54.40,940
54.50,942
54.60,942
54.70,941
54.80,942
54.90,941
55.00,940
55.10,942
55.20,942
55.30,942
55.40,941
55.50,942
55.60,941
55.70,942
55.80,942
55.90,941
56.00,942
56.10,942
56.20,941
56.30,942
56.40,942
56.50,942
56.60,942
56.70,940
56.80,942
56.90,942
57.00,941
57.10,942
57.20,941
57.30,941
57.40,941
57.50,943
57.60,942
57.70,941
57.80,941
57.90,941
58.00,942
58.10,942
58.20,941
58.30,942
58.40,942
58.50,941
58.60,942
58.70,942
58.80,941
58.90,942
59.00,940
59.10,942
59.20,942
59.30,941
59.40,942
59.50,942
59.60,940
59.70,942
59.80,942
59.90,942
60.00,942
60.10,940
60.20,942
60.30,942
60.40,942
60.50,942
60.60,941
60.70,941
60.80,942
60.90,942
61.00,942
61.10,941
61.20,942
61.30,940
61.40,942
61.50,942
61.60,941
61.70,942
61.80,940
61.90,942
62.00,942
62.10,941
62.20,942
62.30,942
62.40,940
62.50,942
62.60,942
62.70,942
62.80,942
62.90,941
63.00,940
63.10,942
63.20,942
63.30,942
63.40,941
63.50,942
63.60,941
63.70,942
63.80,942
63.90,941
64.00,942
64.10,942
64.20,940
64.30,943
64.40,941
64.50,942
64.60,942
64.70,940
64.80,942
64.90,942
65.00,942
65.10,942
65.20,941
65.30,941
65.40,942
65.50,942
65.60,942
65.70,941
65.80,942
65.90,940
66.00,942
66.10,942
66.20,941
66.30,942
66.40,941
66.50,941
66.60,942
66.70,942
66.80,941
66.90,942
67.00,940
67.10,942
67.20,942
67.30,941
67.40,942
67.50,942
67.60,940
67.70,942
67.80,942
67.90,941
68.00,941
68.10,941
68.20,941
68.30,942
68.40,942
68.50,941
68.60,941
68.70,942
68.80,941
68.90,942
69.00,941
69.10,941
69.20,942
69.30,941
69.40,942
69.50,942
69.60,941
69.70,942
69.80,941
69.90,941
70.00,942
70.10,941
70.20,942
70.30,941
70.40,942
70.50,941
70.60,942
70.70,942
70.80,941
70.90,942
71.00,940
71.10,942
71.20,942
71.30,941
71.40,941
71.50,942
71.60,940
71.70,942
71.80,942
71.90,941
72.00,941
72.10,941
72.20,941
72.30,942
72.40,941
72.50,942
72.60,942
72.70,940
72.80,942
72.90,942
73.00,942
73.10,942
73.20,941
73.30,941
73.40,942
73.50,942
73.60,942
73.70,941
73.80,942
73.90,941
74.00,942
74.10,942
74.20,941
74.30,942
74.40,940
74.50,942
74.60,942
74.70,941
74.80,942
74.90,942
75.00,940
75.10,942
75.20,942
75.30,941
75.40,942
75.50,941
75.60,941
75.70,942
75.80,942
75.90,942
76.00,941
76.10,942
76.20,941
76.30,942
76.40,942
76.50,941
76.60,942
76.70,940
76.80,942
76.90,942
77.00,941
77.10,941
77.20,942
77.30,940
77.40,942
77.50,942
77.60,942
77.70,941
77.80,941
77.90,941
78.00,942
78.10,942
78.20,942
78.30,941
78.40,941
78.50,942
78.60,942
78.70,942
78.80,941
78.90,942
79.00,940
79.10,942
79.20,942
79.30,941
79.40,942
79.50,942
79.60,940
79.70,942
79.80,942
79.90,942
80.00,942
80.10,940
80.20,942
80.30,942
