Time,Bitrate
0.10,526
0.20,941
0.30,943
0.40,941
0.50,942
0.60,942
0.70,941
0.80,941
0.90,942
1.00,942
1.10,942
1.20,941
1.30,942
1.40,942
1.50,941
1.60,942
1.70,941
1.80,942
1.90,941
2.00,941
2.10,942
2.20,941
2.30,942
2.40,942
2.50,941
2.60,942
2.70,942
2.80,941
2.90,942
3.00,942
3.10,942
3.20,942
3.30,941
3.40,941
3.50,942
3.60,942
3.70,942
3.80,941
3.90,942
4.00,942
4.10,940
4.20,942
4.30,942
4.40,942
4.50,942
4.60,941
4.70,941
4.80,942
4.90,942
5.00,942
5.10,941
5.20,942
5.30,941
5.40,940
5.50,943
5.60,940
5.70,942
5.80,942
5.90,941
6.00,942
6.10,941
6.20,942
6.30,941
6.40,942
6.50,942
6.60,941
6.70,942
6.80,942
6.90,940
7.00,942
7.10,942
7.20,941
7.30,942
7.40,942
7.50,940
7.60,943
7.70,941
7.80,942
7.90,941
8.00,941
8.10,942
8.20,941
8.30,942
8.40,942
8.50,942
8.60,942
8.70,941
8.80,941
8.90,942
9.00,942
9.10,942
9.20,942
9.30,941
9.40,941
9.50,942
9.60,942
9.70,942
9.80,941
9.90,942
10.00,941
10.10,940
10.20,942
10.30,942
10.40,941
10.50,942
10.60,942
10.70,941
10.80,942
10.90,942
11.00,941
11.10,942
11.20,941
11.30,942
11.40,942
11.50,941
11.60,941
11.70,942
11.80,940
11.90,942
12.00,942
12.10,942
12.20,942
12.30,941
12.40,942
12.50,941
12.60,942
12.70,942
12.80,941
12.90,942
13.00,942
13.10,941
13.20,942
13.30,942
13.40,942
13.50,942
13.60,942
13.70,942
13.80,941
13.90,942
14.00,942
14.10,941
14.20,941
14.30,942
14.40,941
14.50,942
14.60,942
14.70,942
14.80,942
14.90,941
15.00,940
15.10,942
15.20,942
15.30,927
15.40,953
15.50,938
15.60,939
15.70,940
15.80,942
15.90,942
16.00,941
16.10,942
16.20,941
16.30,941
16.40,942
16.50,941
16.60,942
16.70,941
16.80,942
16.90,941
17.00,942
17.10,942
17.20,942
17.30,941
17.40,942
17.50,941
17.60,941
17.70,942
17.80,942
17.90,941
18.00,938
18.10,938
18.20,939
18.30,942
18.40,942
18.50,942
18.60,941
18.70,942
18.80,941
18.90,940
19.00,942
19.10,942
19.20,942
19.30,942
19.40,941
19.50,940
19.60,942
19.70,942
19.80,942
19.90,941
20.00,941
20.10,913
20.20,942
20.30,941
20.40,940
20.50,942
20.60,942
20.70,942
20.80,941
20.90,942
21.00,942
21.10,941
21.20,941
21.30,942
21.40,941
21.50,942
21.60,941
21.70,941
21.80,939
21.90,938
22.00,939
22.10,938
22.20,938
22.30,937
22.40,939
22.50,939
22.60,938
22.70,938
22.80,938
22.90,938
23.00,938
23.10,938
23.20,937
23.30,938
23.40,939
23.50,938
23.60,938
23.70,938
23.80,937
23.90,938
24.00,939
24.10,938
24.20,938
24.30,938
24.40,937
24.50,938
24.60,939
24.70,938
24.80,938
24.90,938
25.00,937
25.10,939
25.20,938
25.30,938
25.40,941
25.50,942
25.60,941
25.70,941
25.80,942
25.90,909
26.00,941
26.10,942
26.20,942
26.30,941
26.40,942
26.50,942
26.60,941
26.70,941
26.80,942
26.90,942
27.00,942
27.10,941
27.20,940
27.30,942
27.40,942
27.50,942
27.60,941
27.70,942
27.80,942
27.90,940
28.00,942
28.10,942
28.20,942
28.30,941
28.40,941
28.50,941
28.60,939
28.70,937
28.80,939
28.90,938
29.00,938
29.10,938
29.20,938
29.30,937
29.40,938
29.50,939
29.60,900
29.70,938
29.80,938
29.90,885
30.00,951
30.10,938
30.20,938
30.30,938
30.40,898
30.50,940
30.60,939
30.70,938
30.80,938
30.90,937
31.00,938
31.10,938
31.20,939
31.30,907
31.40,940
31.50,936
31.60,900
31.70,938
31.80,938
31.90,938
32.00,920
32.10,938
32.20,937
32.30,940
32.40,448
32.50,213
32.60,942
32.70,942
32.80,942
32.90,942
33.00,942
33.10,941
33.20,941
33.30,942
33.40,942
33.50,941
33.60,941
33.70,936
33.80,940
33.90,942
34.00,942
34.10,941
34.20,942
34.30,940
34.40,942
34.50,942
34.60,941
34.70,942
34.80,942
34.90,940
35.00,942
35.10,942
35.20,942
35.30,942
35.40,941
35.50,941
35.60,942
35.70,942
35.80,942
