Time,Bitrate
22.30,938
22.40,938
22.50,938
22.60,937
22.70,937
22.80,938
22.90,937
23.00,939
23.10,938
23.20,938
23.30,934
23.40,938
23.50,937
23.60,939
23.70,938
23.80,938
23.90,938
24.00,939
24.10,941
24.20,940
24.30,942
24.40,941
24.50,940
24.60,942
24.70,940
24.80,942
24.90,940
25.00,942
25.10,911
25.20,940
25.30,942
25.40,941
25.50,940
25.60,942
25.70,923
25.80,942
25.90,916
26.00,941
26.10,941
26.20,941
26.30,940
26.40,942
26.50,940
26.60,942
26.70,941
26.80,941
26.90,941
27.00,941
27.10,942
27.20,941
27.30,941
27.40,941
27.50,941
27.60,941
27.70,940
27.80,942
27.90,940
28.00,942
28.10,941
28.20,940
28.30,942
28.40,940
28.50,942
28.60,941
28.70,941
28.80,941
28.90,940
29.00,942
29.10,940
29.20,942
29.30,941
29.40,941
29.50,941
29.60,940
29.70,942
29.80,940
29.90,942
30.00,940
30.10,938
30.20,938
30.30,937
30.40,939
30.50,937
30.60,939
30.70,938
30.80,938
30.90,938
31.00,937
31.10,939
31.20,937
31.30,939
31.40,938
31.50,937
31.60,911
31.70,938
31.80,937
31.90,938
32.00,937
32.10,939
32.20,938
32.30,938
32.40,938
32.50,937
32.60,939
32.70,937
32.80,939
32.90,938
33.00,937
33.10,938
33.20,937
33.30,938
33.40,937
33.50,939
33.60,938
33.70,937
33.80,938
33.90,937
34.00,938
34.10,937
34.20,939
34.30,938
34.40,938
34.50,938
34.60,937
34.70,939
34.80,938
34.90,938
35.00,939
35.10,427
35.20,194
35.30,911
35.40,940
35.50,942
35.60,941
35.70,941
35.80,941
35.90,940
36.00,942
36.10,940
36.20,942
36.30,941
36.40,940
36.50,942
36.60,940
36.70,942
36.80,941
36.90,941
37.00,941
37.10,940
37.20,932
37.30,941
37.40,926
37.50,940
37.60,942
37.70,940
37.80,942
37.90,940
38.00,942
38.10,941
38.20,940
38.30,942
38.40,940
38.50,942
38.60,940
38.70,942
38.80,941
38.90,941
39.00,941
39.10,940
39.20,942
39.30,940
39.40,942
39.50,941
39.60,941
39.70,936
39.80,880
39.90,941
40.00,940
40.10,942
40.20,940
40.30,942
40.40,941
40.50,941
40.60,941
40.70,940
40.80,942
40.90,940
41.00,942
41.10,941
41.20,941
41.30,941
41.40,940
41.50,942
41.60,940
41.70,942
41.80,941
41.90,940
42.00,942
42.10,940
42.20,942
42.30,940
42.40,942
42.50,941
42.60,941
42.70,941
42.80,940
42.90,942
43.00,940
43.10,942
43.20,933
43.30,940
43.40,942
43.50,940
43.60,942
43.70,941
43.80,940
43.90,942
44.00,940
44.10,942
44.20,940
44.30,942
44.40,941
44.50,940
44.60,942
44.70,940
44.80,942
44.90,940
45.00,942
45.10,941
45.20,941
45.30,941
45.40,940
45.50,942
45.60,941
45.70,941
45.80,941
45.90,940
46.00,942
46.10,940
46.20,942
46.30,941
46.40,940
46.50,942
46.60,940
46.70,942
46.80,941
46.90,941
47.00,941
47.10,940
47.20,942
47.30,940
47.40,942
47.50,941
47.60,940
47.70,942
47.80,940
47.90,942
48.00,924
48.10,942
48.20,941
48.30,940
48.40,942
48.50,940
48.60,942
48.70,940
48.80,942
48.90,941
49.00,941
49.10,941
49.20,940
49.30,942
49.40,940
49.50,942
49.60,941
49.70,940
49.80,942
49.90,940
50.00,924
50.10,960
50.20,940
50.30,942
50.40,941
50.50,940
50.60,942
50.70,940
50.80,942
50.90,940
51.00,942
51.10,941
51.20,941
51.30,941
51.40,940
51.50,942
51.60,941
51.70,940
51.80,942
51.90,940
52.00,942
52.10,941
52.20,940
52.30,942
52.40,940
52.50,942
52.60,941
52.70,941
52.80,941
52.90,941
53.00,941
53.10,940
53.20,942
53.30,941
53.40,941
53.50,941
53.60,940
53.70,942
53.80,940
53.90,942
54.00,941
54.10,940
54.20,942
54.30,940
54.40,942
54.50,940
54.60,942
54.70,941
54.80,941
54.90,941
55.00,940
55.10,942
55.20,940
55.30,942
55.40,941
55.50,941
55.60,941
55.70,940
55.80,942
55.90,940
56.00,942
56.10,941
56.20,941
56.30,941
56.40,940
56.50,942
56.60,940
56.70,942
56.80,941
56.90,940
57.00,942
57.10,940
57.20,942
57.30,941
57.40,940
57.50,942
57.60,940
57.70,942
57.80,940
57.90,942
58.00,941
58.10,941
58.20,941
58.30,940
58.40,942
58.50,908
58.60,976
58.70,941
58.80,941
58.90,941
59.00,940
59.10,942
59.20,940
59.30,942
59.40,940
59.50,942
59.60,941
59.70,940
59.80,942
59.90,940
60.00,942
60.10,939
60.20,943
60.30,941
60.40,941
60.50,942
60.60,940
60.70,942
60.80,940
60.90,942
61.00,941
61.10,940
61.20,942
61.30,940
61.40,942
61.50,940
61.60,942
61.70,941
61.80,940
61.90,942
62.00,940
62.10,942
62.20,940
62.30,942
62.40,941
62.50,941
62.60,941
62.70,940
62.80,942
62.90,941
63.00,940
63.10,942
63.20,940
63.30,942
63.40,941
63.50,941
63.60,941
63.70,940
63.80,942
63.90,940
64.00,942
64.10,941
64.20,941
64.30,941
64.40,940
64.50,942
64.60,940
64.70,942
64.80,941
64.90,940
65.00,942
65.10,940
65.20,942
65.30,940
65.40,942
65.50,941
65.60,941
65.70,941
65.80,940
65.90,942
66.00,940
66.10,942
66.20,941
66.30,941
66.40,941
66.50,940
66.60,942
66.70,940
66.80,942
66.90,942
67.00,940
67.10,942
67.20,940
67.30,942
67.40,940
67.50,942
67.60,941
67.70,940
67.80,942
67.90,940
68.00,942
68.10,941
68.20,941
68.30,941
68.40,940
68.50,942
68.60,940
68.70,942
68.80,941
68.90,940
69.00,942
69.10,940
69.20,942
69.30,941
69.40,941
69.50,941
69.60,940
69.70,942
69.80,940
69.90,942
70.00,941
70.10,941
70.20,941
70.30,940
70.40,942
70.50,940
70.60,942
70.70,940
70.80,942
70.90,941
71.00,941
71.10,941
71.20,940
71.30,942
71.40,940
71.50,942
71.60,941
71.70,941
71.80,941
71.90,940
72.00,942
72.10,940
72.20,942
72.30,941
72.40,941
72.50,941
72.60,940
72.70,942
72.80,940
72.90,942
73.00,941
73.10,941
73.20,941
73.30,940
73.40,942
73.50,940
73.60,942
73.70,941
73.80,940
73.90,942
74.00,940
74.10,942
74.20,941
74.30,941
74.40,941
74.50,940
74.60,942
74.70,941
74.80,941
74.90,941
75.00,940
75.10,942
75.20,940
75.30,942
75.40,941
75.50,941
75.60,941
75.70,940
75.80,942
75.90,940
76.00,942
76.10,939
76.20,942
76.30,941
76.40,940
76.50,942
76.60,940
76.70,942
76.80,941
76.90,941
77.00,941
77.10,940
77.20,942
77.30,940
77.40,942
77.50,941
77.60,940
77.70,942
77.80,940
77.90,942
78.00,940
78.10,942
78.20,941
78.30,941
78.40,941
78.50,940
78.60,942
78.70,940
78.80,942
78.90,940
79.00,942
79.10,941
79.20,941
79.30,941
79.40,940
79.50,942
79.60,941
79.70,940
79.80,942
79.90,941
80.00,941
80.10,941
80.20,940
80.30,942
