Time,Bitrate
20.50,934
20.60,941
20.70,942
20.80,942
20.90,940
21.00,942
21.10,941
21.20,938
21.30,938
21.40,938
21.50,937
21.60,939
21.70,939
21.80,938
21.90,938
22.00,938
22.10,938
22.20,937
22.30,939
22.40,939
22.50,938
22.60,938
22.70,938
22.80,938
22.90,938
23.00,938
23.10,937
23.20,939
23.30,938
23.40,938
23.50,901
23.60,938
23.70,938
23.80,938
23.90,938
24.00,937
24.10,938
24.20,939
24.30,938
24.40,938
24.50,938
24.60,937
24.70,938
24.80,939
24.90,938
25.00,938
25.10,938
25.20,938
25.30,937
25.40,939
25.50,938
25.60,938
25.70,938
25.80,933
25.90,886
26.00,938
26.10,938
26.20,938
26.30,938
26.40,931
26.50,938
26.60,939
26.70,938
26.80,938
26.90,937
27.00,938
27.10,939
27.20,938
27.30,938
27.40,938
27.50,938
27.60,937
27.70,931
27.80,938
27.90,938
28.00,938
28.10,535
28.20,934
28.30,942
28.40,942
28.50,929
28.60,942
28.70,941
28.80,941
28.90,942
29.00,942
29.10,942
29.20,941
29.30,940
29.40,942
29.50,942
29.60,942
29.70,941
29.80,942
29.90,940
30.00,942
30.10,942
30.20,941
30.30,941
30.40,942
30.50,940
30.60,942
30.70,942
30.80,942
30.90,942
31.00,941
31.10,941
31.20,942
31.30,942
31.40,941
31.50,941
31.60,904
31.70,941
31.80,941
31.90,942
32.00,941
32.10,941
32.20,942
32.30,941
32.40,941
32.50,942
32.60,942
32.70,942
32.80,941
32.90,941
33.00,941
33.10,942
33.20,942
33.30,941
33.40,941
33.50,942
33.60,942
33.70,942
33.80,941
33.90,942
34.00,940
34.10,942
34.20,942
34.30,941
34.40,942
34.50,942
34.60,940
34.70,942
34.80,942
34.90,942
35.00,942
35.10,924
35.20,943
35.30,941
35.40,942
35.50,942
35.60,940
35.70,942
35.80,942
35.90,942
36.00,941
36.10,940
36.20,942
36.30,942
36.40,942
36.50,942
36.60,941
36.70,941
36.80,941
36.90,942
37.00,942
37.10,941
37.20,942
37.30,940
37.40,913
37.50,942
37.60,942
37.70,941
37.80,941
37.90,942
38.00,942
38.10,942
38.20,942
38.30,940
38.40,942
38.50,942
38.60,942
38.70,941
38.80,942
38.90,941
39.00,942
39.10,942
39.20,942
39.30,941
39.40,942
39.50,940
39.60,942
39.70,942
39.80,861
39.90,942
40.00,942
40.10,941
40.20,941
40.30,941
40.40,942
40.50,942
40.60,941
40.70,941
40.80,941
40.90,941
41.00,942
41.10,942
41.20,941
41.30,941
41.40,940
41.50,942
41.60,942
41.70,941
41.80,941
41.90,942
42.00,940
42.10,942
42.20,942
42.30,941
42.40,942
42.50,941
42.60,941
42.70,941
42.80,941
42.90,942
43.00,941
43.10,941
43.20,920
43.30,941
43.40,942
43.50,941
43.60,941
43.70,942
43.80,941
43.90,942
44.00,941
44.10,940
44.20,942
44.30,942
44.40,942
44.50,941
44.60,941
44.70,940
44.80,942
44.90,942
45.00,941
45.10,941
45.20,942
45.30,940
45.40,942
45.50,941
45.60,941
45.70,942
45.80,940
45.90,942
46.00,942
46.10,941
46.20,941
46.30,942
46.40,940
46.50,942
46.60,942
46.70,942
46.80,942
46.90,941
47.00,941
47.10,942
47.20,942
47.30,941
47.40,941
47.50,942
47.60,939
47.70,431
47.80,941
47.90,942
48.00,942
48.10,942
48.20,941
48.30,942
48.40,940
48.50,942
48.60,942
48.70,941
48.80,942
48.90,941
49.00,941
49.10,942
49.20,942
49.30,941
49.40,941
49.50,940
49.60,942
49.70,942
49.80,941
49.90,942
50.00,942
50.10,940
50.20,942
50.30,942
50.40,942
50.50,942
50.60,941
50.70,941
50.80,942
50.90,942
51.00,942
51.10,941
51.20,941
51.30,942
51.40,942
51.50,942
51.60,941
51.70,942
51.80,940
51.90,942
52.00,942
52.10,941
52.20,942
52.30,942
52.40,940
52.50,942
52.60,942
52.70,942
52.80,942
52.90,941
53.00,941
53.10,942
53.20,942
53.30,941
53.40,942
53.50,942
53.60,941
53.70,942
53.80,942
53.90,941
54.00,942
54.10,940
54.20,942
54.30,942
54.40,941
54.50,942
54.60,940
54.70,942
54.80,942
54.90,942
55.00,942
55.10,941
55.20,940
55.30,942
55.40,942
55.50,942
55.60,942
55.70,941
55.80,940
55.90,942
56.00,942
56.10,942
56.20,941
56.30,942
56.40,941
56.50,942
56.60,942
56.70,941
56.80,942
56.90,942
57.00,940
57.10,942
57.20,942
57.30,942
57.40,942
57.50,940
57.60,942
57.70,942
57.80,942
57.90,941
58.00,941
58.10,941
58.20,942
58.30,942
58.40,942
58.50,941
58.60,941
58.70,941
58.80,942
58.90,941
59.00,942
59.10,942
59.20,940
59.30,942
59.40,942
59.50,942
59.60,941
59.70,942
59.80,941
59.90,941
60.00,942
60.10,942
60.20,941
60.30,941
60.40,941
60.50,942
60.60,942
60.70,941
60.80,942
60.90,940
61.00,942
61.10,942
61.20,942
61.30,941
61.40,942
61.50,940
61.60,942
61.70,942
61.80,941
61.90,941
62.00,942
62.10,940
62.20,942
62.30,942
62.40,941
62.50,942
62.60,940
62.70,942
62.80,942
62.90,941
63.00,942
63.10,942
63.20,940
63.30,942
63.40,942
63.50,942
63.60,941
63.70,941
63.80,941
63.90,941
64.00,942
64.10,942
64.20,941
64.30,942
64.40,941
64.50,942
64.60,942
64.70,941
64.80,942
64.90,940
65.00,942
65.10,942
65.20,941
65.30,942
65.40,942
65.50,940
65.60,943
65.70,941
65.80,942
65.90,942
66.00,941
66.10,941
66.20,942
66.30,942
66.40,942
66.50,941
66.60,940
66.70,942
66.80,942
66.90,942
67.00,941
67.10,942
67.20,940
67.30,942
67.40,942
67.50,941
67.60,942
67.70,941
67.80,941
67.90,942
68.00,942
68.10,941
68.20,942
68.30,940
68.40,942
68.50,942
68.60,942
68.70,941
68.80,941
68.90,941
69.00,942
69.10,942
69.20,942
69.30,941
69.40,941
69.50,940
69.60,942
69.70,942
69.80,941
69.90,913
70.00,972
70.10,941
70.20,942
70.30,941
70.40,942
70.50,941
70.60,940
70.70,942
70.80,942
70.90,942
71.00,942
71.10,942
71.20,940
71.30,942
71.40,942
71.50,942
71.60,942
71.70,941
71.80,941
71.90,942
72.00,942
72.10,941
72.20,942
72.30,941
72.40,941
72.50,942
72.60,942
72.70,941
72.80,941
72.90,940
73.00,942
73.10,942
73.20,941
73.30,942
73.40,941
73.50,941
73.60,942
73.70,942
73.80,942
73.90,941
74.00,941
74.10,941
74.20,942
74.30,942
74.40,941
74.50,942
74.60,940
74.70,942
74.80,942
74.90,941
75.00,941
75.10,942
75.20,940
75.30,942
75.40,942
75.50,941
75.60,941
75.70,940
75.80,942
75.90,942
76.00,942
76.10,941
76.20,941
76.30,940
76.40,942
76.50,942
76.60,942
76.70,941
76.80,942
76.90,940
77.00,942
77.10,942
77.20,941
77.30,941
77.40,942
77.50,941
77.60,942
77.70,942
77.80,942
77.90,942
78.00,941
78.10,941
78.20,942
78.30,942
78.40,942
78.50,941
78.60,940
78.70,942
78.80,942
78.90,942
79.00,941
79.10,942
79.20,941
79.30,942
79.40,942
79.50,941
79.60,942
79.70,941
79.80,940
79.90,942
80.00,942
80.10,941
80.20,942
80.30,940
